,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
35,1.5,.487,3.1,0.2,.324,0.6,1.0,0.1,0.7,1.7,.459,3.8,0.8,.870,0.9,169,3,NBA,9.7,Steve Alford,0.1,0.7,4.4,0.5,0.5,0.9,.487,.170,15.4,0.4,-2.4,-1.7,7.6,1.4,.230,-0.7,1.7,1.8,14.4,2.5,11.3,4.7,.533,19.6,-0.2,3.2,.093
36,3.1,.424,7.3,0.1,1.000,0.1,0.6,,,3.2,.429,7.4,1.5,.586,2.6,38,,ABA,22.6,Bill Allen,,3.2,7.9,,1.0,7.1,.432,.007,3.8,,,,,0.3,.354,,,0.3,11.9,,10.5,13.7,.464,15.2,,0.6,.033
37,0.5,.326,1.6,,,,0.4,,,0.5,.326,1.6,0.7,.556,1.3,27,,NBA,8.6,Bob Allen,,1.0,1.8,,,2.1,.326,,5.4,,,,,0.3,.837,,,-0.1,6.8,,,,.408,,,0.1,.028
38,0.6,.370,1.7,0.3,.317,1.1,1.7,0.1,0.8,1.0,.350,2.8,0.6,.630,0.9,117,1,NBA,11.2,Jerome Allen,0.3,1.1,2.9,0.4,0.9,1.1,.411,.387,24.0,0.5,-4.2,-1.3,8.3,1.0,.331,-2.9,2.7,-0.9,8.5,2.1,21.6,5.6,.450,16.5,-0.7,0.2,.006
39,5.5,.463,11.9,,,,4.5,0.3,2.3,5.5,.463,11.9,2.3,.760,3.1,702,,NBA,28.7,Lucius Allen,1.0,2.6,13.4,1.5,2.3,3.1,.463,,21.5,0.5,0.5,-0.6,7.4,19.4,.257,1.1,3.2,22.6,15.5,2.2,17.9,5.4,.504,20.5,7.6,42.0,.100
40,2.2,.441,4.9,0.0,.188,0.0,0.5,0.5,1.9,2.2,.439,4.9,0.5,.778,0.7,478,125,NBA,15.2,Malik Allen,1.0,1.9,4.9,0.3,0.7,2.8,.440,.007,5.3,2.4,-4.0,0.1,14.3,8.2,.137,-4.2,7.4,-1.6,9.9,0.9,11.3,10.8,.465,17.9,-3.8,6.6,.044
41,1.6,.456,3.6,0.0,.000,0.1,0.3,0.3,1.3,1.6,.442,3.7,0.3,.533,0.6,70,6,NBA,11.3,Randy Allen,0.7,1.6,3.6,0.2,0.4,2.1,.442,.031,4.2,1.5,-6.2,-1.5,13.3,0.6,.174,-4.7,7.4,-0.4,8.3,1.1,9.7,10.4,.454,16.8,-0.8,0.2,.011
42,4.3,.485,8.9,2.3,.400,5.7,3.4,0.2,3.1,6.6,.452,14.6,3.4,.894,3.8,1300,1149,NBA,35.6,Ray Allen,0.9,2.2,18.9,1.1,2.1,4.1,.530,.392,16.5,0.4,3.0,-1.3,10.3,33.4,.260,4.2,3.2,111.7,18.6,1.7,11.4,6.8,.580,23.8,58.1,145.1,.150
43,0.6,.308,1.9,0.0,,0.0,0.6,,1.4,0.6,.308,1.9,0.7,.833,0.9,7,,ABA,4.3,Willie Allen,0.6,1.6,1.9,,0.9,2.0,.308,.000,18.1,,,,32.9,0.0,.462,,12.7,-0.1,5.7,,27.7,22.6,.416,27.9,,0.0,-0.021
44,0.5,.218,2.2,,,,0.3,,,0.5,.218,2.2,0.9,.541,1.7,36,,NBA,4.6,Odis Allison,,0.9,1.9,,,1.3,.218,,7.7,,,,,0.3,.782,,,-0.9,4.7,,,12.1,.320,,,-0.6,-0.181
45,0.3,.250,1.3,0.0,,0.0,0.0,0.0,0.3,0.3,.250,1.3,0.3,.500,0.7,3,0,NBA,3.3,Lance Allred,0.0,0.3,1.0,0.0,0.0,0.3,.250,.000,0.0,0.0,-19.7,-7.1,11.8,0.0,.500,-12.6,0.0,0.0,-1.0,0.0,0.0,5.7,.307,22.1,0.0,0.0,-0.125
46,1.0,.348,3.0,0.0,.000,0.0,1.1,0.4,2.1,1.0,.343,3.0,0.6,.591,1.0,22,,NBA,12.5,Darrell Allums,0.9,2.3,2.7,0.2,1.0,3.0,.343,.015,12.5,1.7,-5.6,0.4,19.7,0.2,.328,-5.9,7.6,-0.5,5.3,0.9,23.1,13.4,.385,15.1,-0.2,-0.3,-0.054
47,0.9,.404,2.3,0.2,.292,0.6,0.3,0.1,0.9,1.1,.381,3.0,0.7,.743,0.9,38,1,NBA,9.5,Morris Almond,0.3,1.1,3.1,0.3,0.5,1.2,.412,.212,4.9,0.9,-6.4,-1.6,11.8,0.3,.310,-4.8,3.3,-0.3,7.0,1.7,12.9,7.5,.463,18.3,-0.4,0.0,.005
48,2.3,.493,4.6,0.0,.143,0.1,0.7,0.6,2.1,2.3,.489,4.7,0.8,.487,1.7,139,42,NBA,19.1,Derrick Alston,1.6,2.1,5.4,0.7,0.8,3.8,.490,.011,5.9,2.4,-2.1,0.4,13.2,1.8,.360,-2.6,9.8,0.8,11.7,1.9,12.9,11.5,.499,14.6,-0.1,2.6,.047
49,2.2,.407,5.3,1.5,.354,4.2,4.8,0.2,2.5,3.7,.383,9.5,1.3,.729,1.8,671,452,NBA,28.9,Rafer Alston,0.4,2.1,10.1,1.2,1.8,2.8,.461,.440,27.4,0.4,0.2,-0.2,9.7,22.6,.194,0.4,1.5,10.3,13.2,2.2,14.7,5.6,.490,19.4,10.9,32.9,.081
50,0.5,.500,1.0,0.0,,0.0,0.0,0.5,0.5,0.5,.500,1.0,0.0,,0.0,2,0,NBA,2.5,Peter Aluma,0.5,2.0,1.0,0.5,1.0,1.0,.500,.000,0.0,12.7,-7.1,8.2,21.0,0.0,.000,-15.2,21.2,0.0,3.1,10.0,50.0,21.1,.500,34.1,0.0,0.0,-0.206
51,2.3,.405,5.6,0.0,.077,0.0,0.8,0.3,1.8,2.3,.403,5.6,1.7,.671,2.6,294,93,NBA,16.4,John Amaechi,0.8,1.7,6.2,0.3,1.3,2.6,.403,.008,7.6,1.5,-6.1,-1.2,12.9,4.2,.462,-4.9,5.5,-3.8,8.9,1.0,16.3,9.2,.464,21.6,-5.0,0.5,.005
52,1.6,.455,3.4,0.0,.500,0.0,0.4,0.2,2.6,1.6,.455,3.4,1.3,.633,2.1,85,34,NBA,14.7,Ashraf Amaya,1.6,2.1,4.5,0.3,0.8,4.2,.457,.007,4.8,0.8,-4.4,-0.6,21.5,1.4,.606,-3.8,12.2,0.5,11.5,1.2,15.3,16.7,.512,15.9,-0.7,1.9,.071
53,1.7,.385,4.3,,,,0.9,,,1.7,.385,4.3,0.7,.548,1.3,33,,NBA,11.3,Bob Anderegg,,1.0,4.0,,,2.1,.385,,,,,,,0.1,.294,,,-0.1,9.3,,,,.412,,,0.0,.002
54,1.6,.467,3.5,0.3,.347,1.0,0.6,0.2,2.1,2.0,.440,4.5,0.6,.674,0.9,103,0,NBA,12.3,David Andersen,0.7,1.5,4.9,0.2,0.6,2.8,.478,.219,7.3,1.3,-4.2,-1.3,20.7,1.2,.193,-2.9,6.6,0.3,11.7,0.8,10.6,13.4,.501,19.8,-0.7,1.5,.059
55,4.1,.418,9.8,0.1,.159,0.3,1.7,,1.4,4.1,.410,10.1,2.4,.755,3.2,194,,ABA,24.7,Andrew Anderson,1.6,2.4,10.7,,1.6,2.7,.413,.032,9.7,,,,,2.4,.315,,,1.1,10.9,,12.4,4.9,.467,19.4,,3.5,.035
56,1.0,.333,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,.333,3.0,0.0,,0.0,1,0,NBA,15.0,Antonio Anderson,1.0,1.0,2.0,0.0,1.0,1.0,.333,.000,0.0,0.0,-11.4,-3.1,0.0,0.0,.000,-8.2,7.9,0.0,-1.7,0.0,25.0,3.8,.333,12.0,0.0,0.0,-0.104
57,0.9,.354,2.5,0.0,,0.0,0.9,,1.0,0.9,.354,2.5,1.3,.585,2.2,84,,TOT,7.2,Cliff Anderson,0.3,1.3,3.0,,1.0,1.3,.354,.000,15.3,,,,,0.5,.888,,,-0.2,10.6,,31.1,11.2,.442,16.3,,0.3,.023
58,4.9,.481,10.2,0.0,,0.0,1.1,,5.9,4.9,.481,10.2,2.4,.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,.481,.000,5.7,,,,,4.4,.330,,,6.5,17.5,,11.5,14.5,.524,16.7,,10.9,.130
59,4.9,.481,10.2,0.0,,0.0,1.1,,5.9,4.9,.481,10.2,2.4,.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,.481,,21.1,0.1,-4.2,-2.1,6.4,0.6,.318,-2.1,2.3,0.9,12.3,1.5,,4.4,.532,,-0.6,1.6,.071
60,1.4,.472,3.0,,,,1.7,0.0,0.7,1.4,.472,3.0,0.8,.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,.472,.000,5.7,,,,,4.4,.330,,,6.5,17.5,,11.5,14.5,.524,16.7,,10.9,.130
61,1.4,.472,3.0,,,,1.7,0.0,0.7,1.4,.472,3.0,0.8,.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,.472,,21.1,0.1,-4.2,-2.1,6.4,0.6,.318,-2.1,2.3,0.9,12.3,1.5,,4.4,.532,,-0.6,1.6,.071
62,2.9,.440,6.6,1.0,.341,3.1,3.4,0.1,2.5,3.9,.408,9.6,3.0,.853,3.6,615,390,NBA,29.2,Derek Anderson,0.7,2.0,12.0,1.1,1.7,3.2,.463,.319,19.6,0.4,0.9,-0.6,10.0,15.9,.371,1.5,2.9,28.0,15.3,2.1,13.2,6.5,.534,20.4,13.3,43.9,.117
63,1.4,.500,2.8,0.0,,0.0,0.6,0.0,0.4,1.4,.500,2.8,1.4,.700,2.0,5,0,NBA,6.6,Dwight Anderson,0.0,1.4,4.2,0.2,1.0,0.4,.500,.000,11.5,0.0,-9.0,-5.1,6.1,0.0,.714,-3.9,0.0,0.0,10.6,1.3,21.4,3.1,.571,26.2,-0.1,0.0,.001
64,0.4,.303,1.2,0.1,1.000,0.1,0.2,0.1,0.7,0.4,.343,1.3,0.6,.593,1.0,27,0,NBA,3.1,Eric Anderson,0.4,0.9,1.6,0.1,0.3,1.1,.371,.057,9.2,1.7,-3.4,0.2,25.1,0.2,.771,-3.6,16.6,0.0,13.1,1.8,13.0,21.0,.448,28.3,0.0,0.2,.107
65,3.0,.494,6.0,0.0,.087,0.0,0.6,0.9,4.1,3.0,.492,6.0,1.4,.557,2.5,680,315,NBA,20.6,Greg Anderson,2.1,2.6,7.3,0.7,1.4,6.2,.492,.006,4.0,2.7,-2.7,0.4,22.9,16.9,.408,-3.2,10.9,1.8,13.0,1.7,16.1,16.7,.513,16.8,-2.6,18.7,.064
66,1.9,.471,4.1,0.0,.000,0.1,0.7,0.2,1.6,1.9,.465,4.2,0.9,.558,1.6,157,2,NBA,12.5,J.J. Anderson,1.2,1.6,4.8,0.7,0.8,2.8,.465,.014,7.6,1.0,-1.5,0.4,12.8,2.5,.378,-1.9,10.1,0.1,12.1,2.5,14.6,11.4,.489,18.0,0.3,2.7,.065
67,1.0,.490,2.1,,,,0.3,0.1,0.2,1.0,.490,2.1,0.5,.694,0.7,49,,NBA,5.9,Jerome Anderson,0.3,1.0,2.6,0.2,,0.5,.490,,7.7,0.9,-4.5,-2.5,4.1,0.2,.346,-2.0,4.3,0.2,11.4,1.4,,4.2,.530,,-0.2,0.4,.068
68,4.0,.436,9.2,0.6,.346,1.8,6.1,0.1,2.3,4.7,.421,11.1,2.6,.790,3.3,858,693,NBA,30.1,Kenny Anderson,0.8,2.3,12.6,1.5,2.1,3.1,.449,.166,33.2,0.3,0.8,-0.7,8.7,26.1,.298,1.4,2.9,36.4,16.4,2.5,14.1,5.7,.501,21.3,18.0,62.5,.116
69,1.1,.312,3.7,,,,0.7,0.2,1.3,1.1,.312,3.7,0.7,.536,1.3,21,,NBA,10.7,Kim Anderson,0.8,2.0,3.0,0.2,1.0,2.1,.312,,8.5,1.3,-8.3,-1.5,14.1,0.2,.364,-6.8,8.3,-0.6,3.0,0.8,19.8,11.2,.353,19.6,-0.4,-0.4,-0.078
70,2.0,.429,4.7,0.0,.143,0.2,4.3,0.1,1.3,2.0,.417,4.9,1.6,.695,2.3,36,12,NBA,20.3,Michael Anderson,1.2,1.8,5.7,1.2,2.3,2.5,.420,.040,26.9,0.2,-3.4,-0.4,7.1,0.6,.469,-3.0,6.3,-0.5,10.5,2.8,28.5,6.7,.483,15.7,-0.3,0.2,.010
71,4.2,.485,8.7,1.3,.356,3.7,2.6,0.5,3.8,5.5,.446,12.4,2.1,.667,3.1,800,636,NBA,31.2,Nick Anderson,1.3,1.9,14.4,1.4,1.7,5.1,.500,.300,13.3,1.0,1.7,0.4,13.8,27.8,.249,1.4,4.6,27.5,15.8,2.3,11.0,9.2,.525,21.3,23.5,55.3,.106
72,1.9,.432,4.3,0.4,.333,1.1,1.5,0.2,2.4,2.2,.412,5.4,0.7,.762,0.9,407,30,NBA,14.7,Richard Anderson,1.1,1.7,5.6,0.6,0.9,3.5,.446,.202,13.1,0.9,-1.2,-0.1,18.0,5.5,.175,-1.1,8.0,2.1,12.3,1.7,13.2,12.9,.476,17.8,1.2,7.6,.061
73,4.3,.482,8.8,0.2,.287,0.6,1.4,0.1,2.2,4.4,.471,9.4,1.6,.814,2.0,664,79,NBA,22.8,Ron Anderson,1.3,1.5,10.6,0.7,1.1,3.5,.479,.059,9.6,0.4,-1.7,-1.3,10.7,10.2,.212,-0.4,6.3,14.0,14.3,1.5,9.7,8.5,.517,21.2,1.1,24.2,.077
74,2.3,.498,4.7,0.4,.316,1.4,1.4,0.3,2.3,2.8,.457,6.1,1.4,.739,1.9,719,226,NBA,22.2,Shandon Anderson,0.8,2.0,7.4,0.8,1.3,3.1,.492,.223,10.2,0.8,-0.8,0.2,12.0,14.2,.319,-0.9,4.5,9.4,11.7,1.8,16.1,8.3,.535,17.1,4.9,23.6,.071
75,4.9,.485,10.1,0.2,.266,0.7,3.8,0.6,2.8,5.1,.471,10.7,1.9,.786,2.4,555,432,NBA,28.8,Willie Anderson,1.0,2.7,12.2,1.1,2.1,3.8,.479,.063,19.9,1.4,0.0,0.5,10.6,18.0,.227,-0.5,3.9,9.9,13.8,1.8,15.1,7.3,.517,20.3,8.3,27.9,.084
76,1.5,.392,3.8,,,,0.2,,,1.5,.392,3.8,0.7,.630,1.0,44,,NBA,8.4,Wally Anderzunas,,1.1,3.6,,,1.9,.392,,3.2,,,,,0.3,.277,,,-0.4,8.8,,,,.427,,,-0.2,-0.023
77,0.0,.000,0.2,0.0,,0.0,0.0,0.0,0.5,0.0,.000,0.2,0.0,,0.0,6,0,NBA,1.5,Martynas Andriuskevicius,0.2,0.2,0.0,0.3,0.0,0.7,.000,.000,0.0,0.0,0.1,6.8,39.8,0.0,.000,-6.8,13.0,0.0,15.5,11.9,0.0,26.3,.000,5.1,0.0,0.0,.155
78,0.0,.000,4.0,,,,0.0,,,0.0,.000,4.0,3.0,.750,4.0,1,,NBA,10.0,Don Anielak,,0.0,3.0,,,2.0,.000,,,,,,,0.0,1.000,,,-0.1,1.8,,,,.260,,,-0.1,-0.263
79,2.6,.513,5.0,0.0,,0.0,0.4,0.2,2.1,2.6,.513,5.0,1.7,.722,2.4,149,6,NBA,14.4,Michael Ansley,2.1,1.9,6.9,0.3,0.6,4.2,.513,.000,4.6,0.6,-1.1,-2.2,16.0,1.0,.483,1.1,15.1,5.3,17.0,1.1,8.6,15.5,.567,18.4,0.5,6.4,.142
80,1.9,.424,4.5,0.0,.138,0.2,0.8,0.4,2.3,2.0,.413,4.7,1.3,.755,1.7,155,23,NBA,13.9,Chris Anstey,1.1,2.4,5.2,0.5,0.9,3.4,.416,.040,11.0,2.2,-2.8,0.1,19.2,2.6,.366,-3.0,9.3,0.2,13.2,1.9,14.7,14.2,.477,21.2,-0.4,2.8,.062
81,1.7,.434,4.0,0.8,.349,2.3,4.0,0.1,1.5,2.5,.403,6.3,1.4,.733,1.9,757,227,NBA,20.9,Greg Anthony,0.4,1.7,7.3,1.2,1.4,1.9,.467,.368,30.0,0.4,0.0,-0.4,8.3,20.3,.304,0.5,2.0,15.6,14.5,3.0,16.2,5.2,.510,18.4,8.1,35.9,.109
82,1.1,.407,2.7,0.0,.250,0.0,0.3,0.1,1.9,1.1,.405,2.8,0.5,.679,0.8,139,75,NBA,11.4,Rafael Araujo,0.9,2.2,2.8,0.4,0.8,2.8,.406,.010,3.9,0.8,-6.4,-0.7,20.7,1.3,.291,-5.7,9.0,-1.7,6.3,1.7,20.4,14.7,.448,15.7,-1.8,-0.4,-0.013
83,3.1,.393,8.0,,,,0.6,,,3.1,.393,8.0,0.9,.462,1.9,7,,NBA,15.7,Stacey Arceneaux,,1.4,7.1,,,4.6,.393,,,,,,,0.0,.232,,,-0.1,10.4,,,,.405,,,-0.1,-0.036
84,0.3,.283,1.2,0.0,,0.0,0.4,0.1,1.0,0.3,.283,1.2,0.5,.429,1.1,44,3,NBA,7.5,Robert Archibald,0.6,1.3,1.2,0.3,0.4,1.6,.283,.000,7.5,1.3,-5.0,1.4,14.7,0.4,.925,-6.4,9.4,-0.5,4.9,2.4,18.6,12.0,.342,13.1,-0.2,0.0,-0.004
85,6.7,.469,14.3,0.1,.224,0.3,7.4,0.1,1.6,6.7,.467,14.4,5.3,.810,6.6,876,268,NBA,35.6,Tiny Archibald,0.5,2.3,18.8,1.1,2.7,2.3,.468,.007,30.1,0.2,-0.2,-2.2,5.1,18.0,.456,1.9,1.7,65.4,18.0,1.6,20.2,3.4,.543,18.0,9.5,83.4,.128
86,1.7,.404,4.3,0.0,.235,0.1,0.6,0.5,2.9,1.7,.402,4.3,0.9,.662,1.4,431,,TOT,13.4,Jim Ard,1.3,1.7,4.4,0.2,1.3,4.3,.403,.009,6.4,2.0,-4.4,0.5,21.4,6.0,.324,-4.8,9.8,-2.0,10.6,0.9,19.3,15.7,.447,18.3,-1.9,4.0,.034
87,4.8,.458,10.5,2.0,.351,5.6,5.3,0.2,3.1,6.7,.421,16.0,5.2,.803,6.5,552,455,NBA,35.1,Gilbert Arenas,0.8,3.0,20.7,1.6,3.2,3.9,.482,.348,26.8,0.5,2.9,-1.4,10.2,13.0,.405,4.3,2.5,38.3,19.6,2.4,14.3,6.3,.547,27.7,24.1,51.3,.127
88,7.9,.421,18.7,,,,2.3,,,7.9,.421,18.7,7.0,.810,8.7,713,,NBA,38.4,Paul Arizin,,3.9,22.8,,,8.6,.421,,,,,,,26.7,.463,,,82.1,19.7,,,,.506,,,108.8,.183
89,1.6,.326,4.8,0.0,,0.0,0.9,0.4,0.8,1.6,.326,4.8,0.7,.750,0.9,9,0,NBA,9.4,Joe Arlauckas,0.7,1.8,3.8,0.3,0.4,1.4,.326,.000,13.3,2.6,-6.5,-1.6,9.0,0.1,.186,-4.9,7.6,-0.1,7.9,1.7,7.9,8.3,.365,24.0,-0.1,-0.1,-0.045
90,3.2,.487,6.6,0.6,.425,1.4,3.3,0.1,1.5,3.8,.477,8.0,1.6,.856,1.9,747,341,NBA,23.8,B.J. Armstrong,0.3,1.5,9.8,0.7,1.2,1.8,.513,.172,20.9,0.2,-1.6,-2.0,7.4,13.4,.231,0.4,1.3,31.7,14.5,1.5,11.9,4.3,.555,18.4,1.9,45.0,.121
91,0.6,.297,1.9,,,,0.2,,,0.6,.297,1.9,0.3,.500,0.6,19,,NBA,5.8,Bob Armstrong,,0.7,1.5,,,2.1,.297,,,,,,,0.1,.324,,,-0.2,7.8,,,,.331,,,-0.1,-0.063
92,0.7,.358,2.0,0.2,.333,0.7,0.2,0.0,0.4,0.9,.352,2.7,0.1,.600,0.2,108,0,NBA,6.5,Brandon Armstrong,0.2,0.8,2.2,0.2,0.3,0.6,.395,.261,5.8,0.4,-8.6,-2.7,6.8,0.8,.070,-5.9,3.6,-1.4,4.9,1.7,11.1,5.2,.404,22.0,-1.2,-0.6,-0.039
93,2.3,.295,7.7,,,,2.3,,,2.3,.295,7.7,2.3,.692,3.3,153,,TOT,,Curly Armstrong,,3.0,6.8,,,2.3,.295,,,,,,,6.7,.425,,,0.5,,,,,.372,,,7.1,
94,2.1,.465,4.5,1.1,.334,3.3,4.0,0.1,1.9,3.2,.409,7.7,1.7,.871,2.0,840,337,NBA,23.7,Darrell Armstrong,0.8,1.7,9.2,1.3,1.9,2.7,.480,.425,28.2,0.4,2.1,-0.2,9.3,22.4,.258,2.3,3.7,27.4,16.3,3.0,17.7,6.5,.532,19.7,20.8,49.8,.120
95,1.2,.503,2.3,0.0,.286,0.0,0.3,0.5,1.6,1.2,.501,2.4,0.6,.582,1.1,292,40,NBA,11.6,Hilton Armstrong,1.0,1.9,3.0,0.3,0.8,2.6,.502,.010,4.5,3.3,-2.8,1.4,16.6,4.3,.456,-4.2,10.0,-0.4,9.9,1.4,21.7,13.2,.529,14.6,-0.7,3.9,.055
96,1.7,.454,3.8,,,,1.1,0.0,0.6,1.7,.454,3.8,0.3,.800,0.4,92,,NBA,10.6,Tate Armstrong,0.3,0.7,3.8,0.4,0.9,1.0,.454,,15.6,0.0,-5.3,-2.4,6.3,0.5,.114,-2.9,3.5,-0.1,9.9,1.6,17.7,4.9,.476,18.4,-0.8,0.3,.017
97,1.7,.317,5.3,,,,0.6,,,1.7,.317,5.3,1.4,.623,2.2,31,,NBA,13.2,Jesse Arnelle,,1.9,4.7,,,5.5,.317,,,,,,,0.6,.421,,,-0.6,12.6,,,,.378,,,0.0,-0.001
98,1.4,.365,3.9,,,,1.2,,,1.4,.365,3.9,0.9,.760,1.1,114,,NBA,10.3,Jay Arnette,,2.0,3.7,,,1.0,.365,,13.2,,,,,0.7,.289,,,-0.5,7.7,,,,.421,,,0.1,.006
99,1.7,.468,3.7,0.0,.200,0.1,0.3,0.1,0.6,1.7,.465,3.7,0.5,.800,0.7,111,,TOT,8.6,Bob Arnzen,0.6,0.8,4.0,0.2,0.3,2.0,.466,.012,5.0,0.7,-4.2,-1.8,7.7,0.7,.182,-2.4,7.7,0.7,13.6,0.9,10.0,10.4,.499,17.1,-0.1,1.4,.073
100,2.3,.452,5.0,0.2,.338,0.7,3.1,0.0,1.3,2.5,.438,5.7,1.4,.806,1.7,569,191,NBA,18.7,Carlos Arroyo,0.4,1.5,6.6,0.5,1.2,1.7,.459,.124,28.0,0.2,-2.4,-1.8,8.4,8.7,.292,-0.6,2.4,11.4,13.4,1.5,15.6,5.4,.511,19.1,-1.1,20.1,.091
101,1.1,.343,3.2,,,,1.5,,,1.1,.343,3.2,1.0,.733,1.4,11,,NBA,7.8,John Arthurs,,1.4,3.2,,,1.3,.343,,23.2,,,,,0.1,.429,,,-0.1,11.3,,,,.421,,,0.0,-0.004
102,2.4,.499,4.9,0.2,.300,0.5,2.2,0.2,1.7,2.6,.479,5.4,1.7,.754,2.3,467,27,NBA,20.0,Vincent Askew,0.9,2.1,7.1,0.7,1.1,2.5,.494,.100,15.5,0.8,-0.5,-0.1,9.5,9.2,.421,-0.3,5.0,12.9,12.6,1.6,14.3,7.3,.551,16.1,3.6,22.1,.113
103,0.8,.440,1.9,0.6,.355,1.6,0.8,0.3,1.9,1.4,.401,3.5,0.5,.717,0.6,486,80,NBA,16.4,Keith Askins,1.1,2.3,3.8,0.6,0.7,2.9,.483,.459,7.1,1.5,0.3,1.4,13.1,10.4,.184,-1.1,7.6,4.1,9.2,1.8,15.0,10.4,.507,12.0,4.6,14.5,.087
104,0.3,.133,2.1,,,,0.7,,,0.3,.133,2.1,0.1,1.000,0.1,7,,NBA,6.6,Don Asmonga,,1.7,0.7,,,0.1,.133,,,,,,,0.0,.067,,,-0.3,-7.5,,,,.162,,,-0.3,-0.279
105,1.2,.393,3.1,,,,1.2,,,1.2,.393,3.1,0.7,.795,0.9,43,,NBA,10.4,Dick Atha,,1.5,3.2,,,1.5,.393,,,,,,,0.3,.289,,,0.3,10.5,,,,.450,,,0.6,.068
106,2.2,.447,5.0,1.3,.364,3.7,3.4,0.1,1.4,3.6,.412,8.7,1.4,.772,1.8,696,325,NBA,24.9,Chucky Atkins,0.3,1.8,9.9,0.7,1.5,1.7,.489,.426,23.4,0.2,-1.8,-2.7,6.6,8.7,.209,1.0,1.3,19.2,13.1,1.4,13.4,3.9,.522,19.8,1.0,27.9,.077
107,3.5,.451,7.8,,,,3.5,,,3.5,.451,7.8,1.9,.632,3.0,711,,NBA,25.1,Al Attles,,3.4,8.9,,,3.5,.451,,20.5,,,,,20.6,.380,,,15.9,11.3,,,5.5,.489,,,36.5,.098
108,0.8,.253,3.0,,,,0.7,,,0.8,.253,3.0,0.6,.543,1.2,30,,BAA,,Chet Aubuchon,,1.5,2.2,,,,.253,,,,,,,1.0,.385,,,0.2,,,,,.305,,,1.2,
109,3.0,.473,6.4,0.0,.152,0.1,1.6,0.3,1.9,3.0,.469,6.5,1.9,.728,2.6,1001,472,NBA,21.6,Stacey Augmon,1.3,1.7,8.0,1.0,1.2,3.2,.470,.012,11.3,1.1,-0.2,0.8,10.1,24.2,.404,-1.0,6.8,19.6,13.7,2.3,14.1,8.5,.524,18.1,9.8,43.8,.097
110,0.7,.514,1.4,0.0,,0.0,0.1,0.1,0.6,0.7,.514,1.4,0.1,.500,0.3,27,0,NBA,5.8,James Augustine,0.6,0.7,1.6,0.2,0.2,1.2,.514,.000,4.2,0.9,-2.2,-0.2,11.5,0.2,.216,-2.0,13.2,0.1,11.1,1.6,12.9,12.3,.518,13.7,0.0,0.3,.101
111,3.0,.451,6.6,0.0,.176,0.1,1.2,0.5,3.3,3.0,.446,6.7,1.6,.670,2.4,432,166,NBA,19.3,Isaac Austin,1.4,2.2,7.6,0.5,1.6,4.7,.448,.018,11.3,1.9,-2.5,0.8,19.5,11.1,.353,-3.2,8.6,-1.9,13.0,1.4,17.3,14.1,.490,22.1,-1.0,9.2,.053
112,2.5,.390,6.4,0.0,.000,0.3,1.4,,,2.5,.375,6.7,2.5,.731,3.5,45,,TOT,16.7,Johnny Austin,,2.7,7.6,,1.4,1.6,.375,.037,11.7,,,,,0.5,.518,,,0.3,9.3,,14.3,4.1,.460,21.1,,0.9,.056
113,0.9,.462,1.9,0.0,,0.0,0.1,0.1,0.1,0.9,.462,1.9,0.0,,0.0,7,0,NBA,4.0,Ken Austin,0.3,1.0,1.7,0.1,0.4,0.4,.462,.000,4.8,2.0,-6.9,-1.7,4.0,0.0,.000,-5.1,7.3,0.0,5.6,1.7,18.8,5.7,.462,22.0,0.0,0.0,-0.046
114,2.3,.404,5.7,0.0,.000,0.0,0.8,0.6,2.9,2.3,.403,5.7,0.9,.686,1.4,352,156,NBA,19.1,Anthony Avent,1.6,2.3,5.6,0.5,1.2,4.5,.403,.001,6.2,2.1,-4.9,0.1,17.7,6.2,.238,-5.0,9.5,-5.8,8.8,1.3,15.7,13.6,.439,17.2,-5.0,0.3,.002
115,4.6,.414,11.1,0.2,.249,1.0,2.9,0.2,1.3,4.8,.405,11.8,2.4,.743,3.3,366,,TOT,22.3,Bird Averitt,0.5,2.3,12.1,0.9,2.5,1.9,.412,.052,19.5,0.4,-4.0,-2.0,6.0,7.7,.279,-2.0,2.3,-3.8,12.5,1.9,15.0,4.2,.459,27.5,-4.1,3.9,.023
116,0.7,.376,1.8,0.3,.255,1.1,1.4,0.0,0.5,1.0,.330,2.9,0.5,.714,0.6,142,1,NBA,8.5,William Avery,0.1,0.9,2.7,0.2,0.7,0.7,.378,.378,24.0,0.4,-7.2,-3.4,7.3,0.7,.219,-3.8,1.6,-1.5,7.3,1.5,18.9,4.5,.416,21.0,-1.6,-0.9,-0.034
