,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
3801,3.3,.484,6.8,0.0,.000,0.3,2.8,0.2,1.9,3.3,.483,6.9,1.6,.796,2.0,610,,NBA,24.2,Larry Steele,0.9,3.0,8.2,1.8,1.3,2.9,.483,.001,15.5,0.4,0.7,0.8,7.8,13.3,.291,-0.1,3.7,14.9,12.7,3.1,14.0,6.1,.531,18.1,8.2,28.2,.091
3802,0.5,.500,1.0,0.0,.000,1.0,1.0,0.5,1.5,0.5,.250,2.0,0.5,.500,1.0,2,0,NBA,6.0,Matt Steigenga,0.0,0.5,1.5,0.5,1.0,1.5,.250,.500,22.3,6.3,-4.0,6.2,27.8,0.0,.500,-10.2,0.0,-0.1,7.0,4.4,29.1,14.1,.307,25.6,0.0,0.0,-0.126
3803,1.7,.429,3.9,0.0,.133,0.1,0.3,0.5,2.7,1.7,.425,4.0,0.8,.536,1.4,270,19,NBA,13.8,Vladimir Stepania,1.6,1.8,4.1,0.4,0.8,4.4,.426,.014,4.3,2.9,-3.9,0.4,23.2,5.9,.359,-4.3,13.6,-0.8,12.8,1.6,14.7,18.3,.451,18.2,-1.8,5.2,.067
3804,0.6,.354,1.7,0.1,.200,0.3,1.0,0.1,0.3,0.7,.333,2.0,0.5,.792,0.6,38,0,NBA,5.7,Everette Stephens,0.3,0.6,1.9,0.2,0.8,0.6,.347,.133,25.0,1.1,-7.1,-1.9,5.9,0.1,.320,-5.2,6.0,-0.5,7.4,2.0,25.3,5.9,.415,22.3,-0.3,-0.4,-0.083
3805,3.4,.386,8.9,,,,2.9,,,3.4,.386,8.9,3.4,.692,5.0,72,,NBA,30.8,Jack Stephens,,2.0,10.3,,,5.2,.386,,,,,,,2.5,.555,,,2.3,13.3,,,,.464,,,4.8,.103
3806,1.2,.413,2.9,0.2,.190,1.0,0.5,0.1,1.2,1.4,.357,3.8,0.3,.700,0.5,22,0,NBA,10.3,Joe Stephens,0.8,0.6,3.2,0.5,0.5,2.0,.381,.250,8.7,0.9,-4.6,-1.4,14.2,0.2,.119,-3.2,9.5,-0.2,11.1,2.8,11.1,11.8,.402,19.9,-0.1,0.0,-0.004
3807,1.8,.474,3.8,0.0,.310,0.1,1.2,0.1,0.9,1.9,.469,4.0,1.7,.820,2.1,238,28,NBA,12.0,Brook Steppe,0.5,1.4,5.4,0.4,1.0,1.4,.474,.031,13.0,0.3,-2.9,-1.4,8.4,2.1,.519,-1.5,4.8,2.5,12.5,1.7,17.6,6.6,.559,19.6,-0.6,4.6,.078
3808,0.5,.500,1.0,0.0,,0.0,0.0,0.0,0.0,0.5,.500,1.0,0.0,,0.0,2,0,NBA,3.0,Barry Stevens,1.0,0.5,1.0,0.0,0.0,1.0,.500,.000,0.0,0.0,-4.9,-8.3,0.0,0.0,.000,3.4,37.2,0.0,15.2,0.0,0.0,18.6,.500,13.6,0.0,0.0,.157
3809,0.4,.158,2.4,,,,0.5,,,0.4,.158,2.4,0.9,.700,1.3,8,,NBA,6.1,Wayne Stevens,,0.5,1.6,,,2.0,.158,,,,,,,0.0,.526,,,-0.2,6.1,,,,.278,,,-0.2,-0.169
3810,2.0,.433,4.7,0.7,.340,2.0,1.6,0.2,1.7,2.7,.406,6.7,1.1,.698,1.6,824,542,NBA,22.3,DeShawn Stevenson,0.5,1.4,7.2,0.5,1.0,2.2,.456,.293,11.9,0.6,-3.0,-1.5,9.2,7.4,.235,-1.5,2.6,4.7,9.9,1.2,11.8,5.9,.487,17.1,-4.6,12.1,.032
3811,1.3,.333,3.8,0.1,.333,0.3,0.2,,1.0,1.3,.333,4.0,0.6,.778,0.8,12,,TOT,6.0,Dennis Stewart,0.4,1.0,3.3,,0.9,1.4,.344,.063,3.9,,,,,0.1,.188,,,-0.2,4.6,,16.0,10.9,.385,31.7,,-0.2,-0.122
3812,0.8,.462,1.7,0.0,,0.0,0.1,0.1,1.5,0.8,.462,1.7,1.1,.640,1.7,15,0,NBA,7.3,Kebu Stewart,0.6,0.9,2.7,0.3,0.5,2.1,.462,.000,3.0,1.3,-5.5,-1.3,23.2,0.2,.962,-4.2,9.3,0.1,14.0,2.4,17.8,16.2,.541,18.4,-0.1,0.2,.098
3813,2.8,.518,5.4,0.0,.205,0.2,1.3,0.4,2.3,2.8,.509,5.6,1.7,.753,2.3,270,72,NBA,20.1,Larry Stewart,1.6,2.1,7.4,0.5,1.3,4.0,.512,.029,9.2,1.3,-1.1,0.1,13.4,4.5,.412,-1.1,9.1,5.2,13.0,1.4,16.3,11.2,.565,16.8,1.2,9.7,.086
3814,0.9,.442,1.9,0.0,,0.0,0.3,1.0,2.0,0.9,.442,1.9,0.5,.522,0.9,286,43,NBA,11.5,Michael Stewart,1.2,1.9,2.2,0.2,0.5,3.2,.442,.000,4.0,5.9,-2.1,2.1,19.4,4.0,.451,-4.2,11.6,0.6,10.2,0.9,17.6,15.4,.467,10.9,-0.1,4.6,.066
3815,0.8,.267,3.0,,,,0.4,,,0.8,.267,3.0,0.4,.333,1.2,5,,NBA,7.4,Norm Stewart,,1.8,2.0,,,1.0,.267,,,,,,,0.0,.400,,,-0.1,-1.9,,,,.283,,,-0.1,-0.157
3816,5.0,.489,10.2,0.0,.179,0.1,2.3,0.9,5.9,5.0,.484,10.3,3.2,.796,4.0,403,365,NBA,31.2,Steve Stipanovich,1.9,3.6,13.2,1.0,1.9,7.8,.486,.013,10.5,1.7,1.1,1.8,20.4,18.0,.387,-0.7,6.6,12.4,15.1,1.6,13.8,13.5,.547,18.4,9.9,30.4,.116
3817,2.9,.447,6.5,0.5,.329,1.6,2.0,0.2,2.4,3.4,.424,8.1,2.7,.841,3.2,586,406,NBA,28.0,Bryant Stith,1.0,1.9,10.1,1.0,1.3,3.4,.456,.195,11.4,0.6,-0.6,-0.4,9.6,10.7,.399,-0.2,4.2,18.8,12.8,1.9,12.2,6.9,.531,17.2,5.8,29.5,.086
3818,1.8,.364,5.1,,,,1.9,,,1.8,.364,5.1,0.7,.605,1.2,32,,NBA,13.8,Sam Stith,,1.7,4.4,,,1.6,.364,,,,,,,0.3,.235,,,-0.4,7.9,,,,.394,,,-0.1,-0.006
3819,1.5,.336,4.4,,,,0.7,,,1.5,.336,4.4,0.1,.300,0.4,25,,NBA,8.4,Tom Stith,,0.9,3.1,,,1.6,.336,,,,,,,0.1,.091,,,-0.7,6.5,,,,.337,,,-0.6,-0.143
3820,0.9,.488,1.9,0.0,.000,0.1,0.2,0.1,0.5,0.9,.465,2.0,0.2,.500,0.4,22,0,NBA,4.1,Alex Stivrins,0.5,0.6,2.0,0.1,0.5,1.0,.465,.047,6.7,1.4,-8.9,-3.6,15.0,0.1,.186,-5.3,12.6,-0.2,10.5,1.1,17.7,13.9,.473,26.2,-0.2,-0.1,-0.043
3821,4.1,.541,7.6,0.6,.384,1.5,10.5,0.2,2.1,4.7,.515,9.1,3.2,.826,3.9,1504,1300,NBA,31.8,John Stockton,0.6,2.6,13.1,2.2,2.8,2.7,.546,.161,50.2,0.5,3.5,-0.9,7.3,64.9,.424,4.4,2.5,142.8,21.8,3.5,20.8,5.0,.608,18.9,65.9,207.7,.209
3822,3.8,.484,7.9,2.2,.401,5.5,1.8,0.1,3.8,6.0,.450,13.3,2.8,.895,3.1,804,665,NBA,33.5,Peja Stojakovic,0.9,1.7,17.0,0.9,1.4,4.7,.532,.410,8.6,0.3,1.5,-1.3,12.4,24.1,.233,2.8,3.1,58.4,17.1,1.4,8.4,7.8,.577,21.5,23.9,82.6,.147
3823,0.3,.333,0.8,0.0,,0.0,0.3,0.5,0.8,0.3,.333,0.8,0.3,.500,0.5,4,0,NBA,4.3,Ed Stokes,0.3,1.0,0.8,0.3,0.5,1.0,.333,.000,8.6,8.1,-5.4,3.9,20.6,0.0,.667,-9.3,6.3,-0.1,6.4,3.0,34.0,13.2,.387,15.2,0.0,0.0,-0.077
3824,1.4,.449,3.0,0.0,.000,0.0,0.4,0.3,0.8,1.4,.445,3.0,0.4,.696,0.5,42,13,NBA,9.1,Greg Stokes,0.7,1.5,3.1,0.3,0.5,1.5,.445,.008,6.3,1.6,-3.5,-0.5,9.6,0.4,.180,-3.0,8.5,0.0,9.0,1.7,13.7,9.0,.471,16.9,-0.1,0.3,.041
3825,6.2,.351,17.7,,,,5.3,,,6.2,.351,17.7,4.0,.698,5.8,202,,NBA,37.3,Maurice Stokes,,3.9,16.4,,,17.3,.351,,,,,,,17.7,.327,,,-1.6,20.8,,,,.406,,,16.1,.102
3826,1.6,.220,7.1,,,,1.7,,,1.6,.220,7.1,1.3,.682,1.9,23,,BAA,,Art Stolkey,,3.1,4.4,,,,.220,,,,,,,1.7,.268,,,-0.1,,,,,.278,,,1.6,
3827,2.6,.478,5.5,0.0,,0.0,0.5,,,2.6,.478,5.5,0.4,.400,1.0,25,,ABA,16.1,Randy Stoll,,1.7,5.7,,1.1,3.6,.478,.000,4.4,,,,,0.1,.181,,,0.2,9.9,,15.8,9.9,.477,15.9,,0.3,.042
3828,4.7,.464,10.2,0.6,.323,1.7,1.3,,4.1,5.3,.444,11.9,2.5,.781,3.2,259,,ABA,26.8,George Stone,1.6,2.9,13.6,,1.4,5.7,.467,.144,6.9,,,,12.0,6.2,.268,,3.2,7.7,15.7,,9.7,9.4,.511,20.3,,13.9,.096
3829,0.9,.435,2.1,0.1,.250,0.3,0.4,0.0,0.6,1.0,.414,2.3,0.4,.511,0.8,60,1,NBA,6.8,Awvee Storey,0.7,1.1,2.4,0.2,0.3,1.4,.429,.114,8.4,0.4,-4.9,-2.8,11.4,0.2,.321,-2.2,12.0,0.1,10.5,1.3,8.6,11.7,.447,19.3,-0.3,0.3,.033
3830,3.5,.430,8.2,1.4,.357,3.9,6.1,0.1,2.7,4.9,.406,12.1,2.1,.833,2.6,878,793,NBA,33.2,Damon Stoudamire,0.8,1.9,13.4,1.1,2.3,3.5,.464,.325,31.0,0.2,0.1,-1.7,9.4,17.4,.210,1.8,2.9,38.0,15.4,1.7,14.9,6.1,.505,21.4,15.4,55.4,.091
3831,1.8,.435,4.1,1.1,.366,2.9,1.0,0.1,1.2,2.8,.407,7.0,1.3,.882,1.5,157,1,NBA,17.0,Salim Stoudamire,0.1,1.5,8.0,0.4,1.0,1.4,.483,.416,10.9,0.3,-5.1,-4.4,8.8,0.5,.208,-0.8,1.0,1.7,11.8,1.1,11.7,4.8,.526,23.1,-2.1,2.2,.040
3832,7.0,.540,12.9,0.0,.236,0.2,1.2,1.2,5.4,7.0,.537,13.0,4.9,.761,6.4,846,696,NBA,31.0,Amar'e Stoudemire,2.4,3.2,18.9,0.8,2.3,7.8,.538,.012,6.9,2.9,0.5,-0.2,19.5,29.4,.495,0.8,9.0,63.1,21.8,1.2,12.7,14.4,.597,26.2,16.8,92.5,.169
3833,1.6,.416,3.9,0.0,,0.0,0.7,0.5,2.8,1.6,.416,3.9,1.4,.634,2.2,38,,TOT,10.7,Paul Stovall,1.6,1.8,4.6,0.3,1.6,3.1,.416,.000,7.9,1.5,-2.3,-0.8,17.9,0.3,.550,-1.5,9.6,-0.1,12.1,0.9,18.5,13.8,.475,21.5,0.0,0.2,.026
3834,0.7,.343,2.0,0.2,.240,0.8,0.9,0.2,0.6,0.9,.315,2.8,0.3,.474,0.6,33,0,NBA,8.2,D.J. Strawberry,0.3,1.1,2.2,0.4,0.3,0.8,.348,.272,14.8,1.5,-5.1,-0.6,7.4,0.2,.207,-4.5,4.1,-0.4,6.2,2.2,9.9,5.9,.364,18.5,-0.2,-0.2,-0.031
3835,3.2,.426,7.5,,,,1.1,,,3.2,.426,7.5,2.2,.686,3.2,231,,NBA,27.6,Joe Strawder,,4.2,8.6,,,9.9,.426,,4.8,,,,,7.7,.424,,,3.1,11.3,,,,.482,,,10.8,.082
3836,2.0,.667,3.0,,,,0.0,,,2.0,.667,3.0,0.0,,0.0,1,,NBA,2.0,Bill Stricker,,1.0,4.0,,,0.0,.667,,0.0,,,,,0.0,.000,,,0.0,45.1,,,0.0,.667,,,0.0,.770
3837,1.9,.413,4.5,0.8,.351,2.3,2.4,0.1,2.2,2.7,.392,6.8,1.4,.826,1.7,501,122,NBA,20.3,Erick Strickland,0.4,1.9,7.5,0.8,1.3,2.6,.451,.339,19.3,0.3,-1.3,-0.8,12.0,9.1,.253,-0.6,2.4,4.4,12.7,2.2,15.0,7.2,.500,19.8,1.7,13.4,.063
3838,1.9,.490,3.9,0.0,.222,0.0,0.4,0.4,1.8,1.9,.488,3.9,0.7,.668,1.1,281,26,NBA,12.2,Mark Strickland,1.0,1.1,4.6,0.3,0.6,2.7,.489,.008,5.2,2.4,-3.2,-0.6,16.6,4.1,.272,-2.6,9.3,3.0,14.5,1.2,11.6,13.0,.518,19.0,-1.0,7.0,.099
3839,4.8,.465,10.3,0.2,.282,0.6,7.3,0.2,2.7,5.0,.454,10.9,3.1,.721,4.4,1094,740,NBA,30.7,Rod Strickland,1.1,1.9,13.2,1.5,2.6,3.7,.462,.058,37.3,0.4,1.6,0.0,9.9,36.8,.399,1.7,3.9,49.0,18.0,2.4,17.0,6.9,.516,21.7,30.9,85.8,.122
3840,1.0,.333,3.0,,,,0.0,,,1.0,.333,3.0,0.0,,0.0,1,,NBA,4.0,Roger Strickland,,1.0,2.0,,,0.0,.333,,,,,,,0.0,.000,,,0.0,-0.1,,,,.333,,,0.0,-0.224
3841,0.7,.378,1.8,0.0,.000,0.0,0.5,0.3,1.2,0.7,.369,1.8,0.4,.667,0.7,46,0,NBA,6.4,John Stroeder,0.6,1.1,1.8,0.1,0.6,1.8,.369,.024,10.4,2.8,-5.3,0.6,21.2,0.4,.357,-5.9,10.9,-0.4,7.4,0.5,21.7,16.0,.422,17.7,-0.2,-0.1,-0.010
3842,2.3,.436,5.3,0.0,.180,0.1,0.6,0.2,3.1,2.3,.430,5.4,2.1,.786,2.6,456,72,NBA,18.7,Derek Strong,1.7,1.6,6.8,0.4,0.9,4.9,.432,.025,5.5,0.8,-3.0,-0.9,19.8,9.1,.483,-2.1,10.4,9.4,13.8,1.3,12.3,15.0,.513,18.0,-2.3,18.5,.104
3843,1.7,.379,4.5,0.2,.133,1.2,1.1,0.1,0.5,1.8,.329,5.6,0.8,.714,1.1,13,0,NBA,11.9,Lamont Strothers,0.7,1.2,4.6,0.7,1.3,1.2,.342,.205,13.8,0.4,-8.1,-2.5,4.6,0.0,.192,-5.6,5.8,-0.5,5.8,2.8,17.7,5.2,.379,25.3,-0.2,-0.5,-0.142
3844,1.2,.324,3.8,0.0,,0.0,1.0,0.0,0.7,1.2,.324,3.8,0.3,.750,0.4,9,,NBA,9.8,John Stroud,0.8,0.8,2.8,0.1,0.4,1.4,.324,.000,13.2,0.0,-6.5,-2.5,7.7,0.0,.118,-4.0,8.8,-0.1,6.4,0.5,10.1,8.2,.350,18.3,-0.1,-0.1,-0.036
3845,0.6,.400,1.4,0.1,1.000,0.1,0.1,,,0.7,.455,1.6,1.3,.900,1.4,7,,ABA,4.7,Red Stroud,,1.0,2.9,,1.3,0.3,.500,.091,4.3,,,,,0.0,.909,,,0.2,5.7,,36.9,2.6,.649,27.1,,0.2,.292
3846,2.1,.303,7.0,,,,0.8,,,2.1,.303,7.0,1.0,.692,1.5,148,,TOT,,Gene Stump,,1.5,5.3,,,,.303,,,,,,,2.2,.213,,,-1.1,,,,,.344,,,1.1,
3847,2.4,.256,9.5,,,,1.1,,,2.4,.256,9.5,2.3,.813,2.8,166,,BAA,,Stan Stutz,,2.4,7.1,,,,.256,,,,,,,4.4,.295,,,2.3,,,,,.332,,,6.7,
3848,0.6,.352,1.8,,,,0.1,,,0.6,.352,1.8,0.1,.444,0.3,30,,NBA,4.7,Gary Suiter,,0.7,1.4,,,1.4,.352,,2.0,,,,,0.1,.167,,,-0.3,6.0,,,14.1,.362,,,-0.3,-0.099
3849,0.0,.000,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,.000,1.0,0.0,,0.0,1,0,NBA,1.0,Barry Sumpter,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,0.0,0.0,-43.5,-12.4,0.0,0.0,.000,-31.1,0.0,0.0,-30.2,0.0,0.0,0.0,.000,39.4,0.0,0.0,-0.894
3850,2.5,.326,7.8,,,,2.0,,,2.5,.326,7.8,2.7,.732,3.6,113,,NBA,23.3,Don Sunderlage,,2.8,7.7,,,2.5,.326,,,,,,,2.1,.465,,,0.6,11.5,,,,.412,,,2.7,.049
3851,0.7,.374,1.9,0.0,.208,0.2,0.2,0.1,0.7,0.8,.356,2.2,0.1,.526,0.2,102,4,NBA,5.1,Bruno Sundov,0.3,1.0,1.7,0.1,0.3,1.0,.367,.108,6.1,2.0,-9.7,-2.3,16.1,0.6,.086,-7.5,6.9,-1.3,5.4,1.5,11.5,11.5,.375,22.7,-1.0,-0.7,-0.062
3852,2.8,.463,6.1,0.5,.392,1.1,2.9,0.0,0.8,3.3,.452,7.3,0.7,.849,0.9,502,71,NBA,17.6,Jon Sundvold,0.3,1.2,7.7,0.4,1.1,1.1,.483,.158,24.2,0.0,-4.8,-3.7,5.5,2.9,.118,-1.1,1.7,5.9,12.5,1.2,12.8,3.5,.507,20.2,-6.2,8.9,.048
3853,2.3,.450,5.1,0.6,.325,2.0,3.8,0.2,2.5,2.9,.414,7.0,2.1,.689,3.1,657,205,NBA,23.7,Bob Sura,0.9,2.2,8.6,1.0,1.9,3.4,.460,.282,26.6,0.7,0.3,0.1,12.5,16.1,.437,0.3,4.3,12.2,14.3,2.2,18.2,8.4,.512,19.7,9.2,28.3,.087
3854,1.0,.295,3.3,,,,0.6,,,1.0,.295,3.3,1.1,.717,1.6,58,,NBA,9.4,Dick Surhoff,,1.5,3.1,,,1.6,.295,,,,,,,0.5,.484,,,-0.4,10.0,,,,.386,,,0.1,.013
3855,1.9,.342,5.6,0.0,.000,0.0,0.4,,2.6,1.9,.341,5.6,1.0,.595,1.7,79,,ABA,13.1,George Sutor,2.5,2.6,4.8,,0.9,5.1,.341,.002,4.0,,,,,1.9,.296,,,-2.2,10.0,,12.4,17.4,.380,19.7,,-0.3,-0.015
3856,2.5,.516,4.8,0.0,.000,0.1,1.0,0.0,0.6,2.5,.507,4.9,0.9,.857,1.1,46,1,NBA,10.7,Dane Suttle,0.5,1.1,5.9,0.5,0.7,1.1,.507,.018,14.8,0.0,-2.2,-2.1,6.6,0.4,.216,-0.1,4.8,0.6,15.3,2.0,11.7,5.7,.547,22.9,0.0,1.0,.093
3857,0.9,.426,2.2,0.7,.361,1.9,1.7,0.1,0.8,1.6,.396,4.1,0.6,.743,0.8,168,8,NBA,11.6,Greg Sutton,0.1,1.9,4.5,0.5,1.1,0.9,.480,.467,22.7,0.4,-4.0,-2.3,7.7,1.7,.198,-1.7,1.3,-0.7,9.7,2.2,19.7,4.5,.509,21.2,-1.0,1.0,.024
3858,4.6,.411,11.1,0.0,.000,0.1,1.2,,6.3,4.6,.408,11.2,3.2,.611,5.3,80,,ABA,31.0,Keith Swagerty,4.1,3.0,12.3,,1.4,10.4,.408,.007,5.5,,,,,2.6,.475,,,-0.3,15.1,,9.6,14.2,.458,17.4,,2.3,.044
3859,1.7,.406,4.2,,,,0.5,,,1.7,.406,4.2,1.2,.609,1.9,58,,NBA,12.2,Bennie Swain,,2.2,4.6,,,4.5,.406,,,,,,,1.4,.451,,,0.5,12.3,,,,.453,,,1.9,.128
3860,0.5,.226,2.2,,,,0.5,,,0.5,.226,2.2,0.6,.594,1.0,63,,NBA,9.7,Norm Swanson,,1.4,1.6,,,1.7,.226,,,,,,,0.9,.467,,,-1.3,4.0,,,,.303,,,-0.4,-0.034
3861,1.5,.380,3.8,,,,0.5,,,1.5,.380,3.8,1.6,.847,1.8,39,,NBA,8.6,Dan Swartz,,2.4,4.5,,,2.3,.380,,,,,,,0.7,.480,,,0.3,12.3,,,,.482,,,1.0,.143
3862,2.4,.485,5.0,0.0,.000,0.0,0.6,0.5,2.8,2.4,.485,5.0,1.7,.689,2.4,233,73,NBA,15.5,Mike Sweetney,1.7,2.4,6.5,0.3,1.2,4.5,.485,.002,6.7,2.3,-2.1,0.0,20.7,4.7,.484,-2.1,12.9,3.1,15.1,1.1,16.4,16.8,.537,21.2,-0.1,7.8,.103
3863,1.8,.506,3.5,0.0,,0.0,0.2,0.9,2.6,1.8,.506,3.5,0.7,.610,1.2,97,34,NBA,15.5,Robert Swift,1.3,2.3,4.3,0.3,0.7,3.9,.506,.000,2.0,4.4,-4.1,-0.4,20.4,0.9,.347,-3.6,9.6,0.8,11.4,0.9,15.3,14.9,.531,13.8,-0.8,1.7,.054
3864,3.8,.473,8.1,0.5,.298,1.5,2.9,0.0,1.7,4.3,.445,9.7,2.5,.841,3.0,283,,ABA,24.2,Skeeter Swift,0.5,3.2,11.6,0.2,2.5,2.2,.469,.159,16.0,0.0,-6.7,-2.9,6.0,3.3,.310,-3.8,1.9,8.8,11.5,1.0,18.4,4.2,.527,20.7,-0.2,12.2,.085
3865,3.1,.476,6.6,0.0,.074,0.0,0.5,1.2,3.0,3.1,.473,6.6,2.1,.699,3.0,547,97,NBA,19.8,Stromile Swift,1.6,2.5,8.4,0.6,1.3,4.6,.473,.007,4.5,4.6,-1.9,0.8,17.5,13.9,.455,-2.7,9.4,7.5,16.1,1.7,13.7,13.5,.527,21.4,0.2,21.3,.095
3866,1.1,.556,2.0,0.0,,0.0,0.3,0.0,0.6,1.1,.556,2.0,0.4,.800,0.6,9,0,NBA,5.7,Aaron Swinson,0.3,0.9,2.7,0.1,0.6,0.9,.556,.000,9.0,0.0,-5.8,-2.9,11.3,0.0,.278,-2.9,6.7,0.0,11.7,1.0,19.8,9.0,.594,21.4,0.0,0.0,.039
3867,0.7,.400,1.7,0.0,.000,0.3,0.7,0.0,0.3,0.7,.333,2.0,1.0,1.000,1.0,3,0,NBA,7.0,Pape Sy,0.7,0.3,2.3,0.3,1.0,1.0,.333,.167,14.5,0.0,-6.0,-1.1,5.7,0.0,.500,-5.0,11.6,0.0,9.2,2.6,29.1,8.6,.478,23.3,0.0,0.0,-0.047
3868,0.3,.192,1.7,,,,0.0,,,0.3,.192,1.7,0.3,.500,0.7,15,,BAA,,Buck Sydnor,,0.4,1.0,,,,.192,,,,,,,0.1,.385,,,-0.1,,,,,.247,,,-0.1,
3869,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1,0,NBA,2.0,Larry Sykes,1.0,0.0,0.0,0.0,1.0,2.0,,,0.0,0.0,-28.3,-7.4,57.4,0.0,,-21.0,54.7,0.0,0.0,0.0,100.0,56.0,,21.5,0.0,0.0,-0.397
3870,0.8,.450,1.7,0.0,.000,0.0,0.2,0.5,1.6,0.8,.446,1.7,0.6,.738,0.9,70,24,NBA,9.5,Brett Szabo,0.8,1.7,2.2,0.2,0.6,2.4,.446,.008,3.7,3.6,-5.4,-0.1,20.5,0.5,.504,-5.3,9.0,0.0,8.8,1.2,21.7,14.3,.517,12.2,-0.6,0.4,.031
3871,4.4,.505,8.8,0.9,.406,2.2,2.4,0.2,3.0,5.4,.485,11.0,2.5,.860,2.9,651,393,NBA,30.8,Wally Szczerbiak,1.0,2.1,14.1,0.6,1.5,4.0,.526,.202,12.6,0.6,0.5,-1.2,11.0,13.8,.264,1.7,3.9,39.5,16.0,1.0,10.8,7.5,.573,20.5,12.8,53.3,.127
3872,2.8,.634,4.4,0.0,.000,0.0,0.8,,1.3,2.8,.629,4.5,0.7,.660,1.0,53,,ABA,11.3,Walt Szczerbiak,1.5,1.9,6.3,,0.9,2.8,.629,.008,9.6,,,,10.4,0.0,.224,,12.6,2.2,19.6,,16.1,11.5,.640,18.9,,2.2,.174
3873,1.8,.450,3.9,0.6,.313,1.9,1.1,0.4,3.1,2.4,.405,5.9,0.5,.618,0.7,74,65,NBA,20.6,Domantas Sabonis,0.6,2.5,5.8,0.5,1.1,3.6,.456,.331,7.3,1.5,-5.0,-0.3,16.4,1.6,.126,-4.7,3.0,-1.0,6.6,1.1,14.5,9.7,.469,15.0,-1.1,0.6,.019
3874,1.7,.437,3.9,0.0,.000,0.0,0.7,0.6,2.0,1.7,.436,3.9,0.8,.671,1.2,189,35,NBA,14.5,Robert Sacre,1.1,1.8,4.2,0.3,0.5,3.1,.436,.001,7.0,3.1,-3.1,0.4,15.3,1.5,.309,-3.5,8.2,0.9,10.8,1.0,11.0,11.7,.475,14.9,-0.8,2.4,.042
3875,1.6,.510,3.2,0.3,.237,1.3,0.8,0.4,1.9,1.9,.431,4.5,1.0,.662,1.5,147,72,NBA,15.6,JaKarr Sampson,0.6,1.9,5.2,0.4,1.0,2.4,.465,.287,9.1,2.0,-4.9,-0.6,13.4,1.7,.326,-4.3,3.7,-1.0,8.8,1.3,16.1,8.4,.501,17.2,-1.7,0.7,.015
3876,2.8,.482,5.9,0.0,.000,0.0,0.7,1.8,3.7,2.8,.480,5.9,0.8,.550,1.4,235,113,NBA,19.7,Larry Sanders,2.0,2.8,6.5,0.6,0.9,5.7,.480,.004,6.0,7.1,0.6,3.8,21.4,8.5,.235,-3.2,11.0,1.8,15.4,1.7,12.6,16.1,.494,17.0,3.0,10.3,.107
3877,3.4,.466,7.3,1.3,.317,4.2,2.3,0.4,5.0,4.7,.411,11.5,2.1,.786,2.6,76,31,NBA,26.5,Dario Saric,1.4,2.0,12.9,0.7,2.2,6.4,.469,.365,14.1,1.1,-2.2,-0.2,20.6,2.1,.230,-2.0,5.7,-1.0,12.7,1.2,14.8,13.2,.508,24.4,-0.1,1.1,.026
3878,0.8,.469,1.8,0.2,.258,0.6,1.5,0.1,1.0,1.0,.417,2.4,0.4,.677,0.6,53,2,NBA,12.2,Tomas Satoransky,0.5,1.1,2.5,0.5,0.6,1.5,.449,.244,16.0,0.8,-2.8,0.1,9.4,0.5,.244,-2.9,4.2,0.1,8.5,1.8,19.0,6.8,.480,11.7,-0.1,0.6,.046
3879,3.5,.466,7.4,0.8,.329,2.5,4.4,0.1,2.0,4.3,.431,9.9,1.9,.816,2.3,280,89,NBA,21.8,Dennis Schroder,0.4,1.6,11.3,0.7,2.3,2.3,.473,.254,34.1,0.4,-2.2,-1.6,9.9,6.4,.235,-0.6,1.8,0.8,14.7,1.7,17.3,6.0,.516,27.1,-0.3,7.2,.056
3880,4.8,.499,9.7,0.1,.339,0.4,1.6,0.3,4.9,4.9,.493,10.0,2.0,.740,2.6,743,505,NBA,25.6,Luis Scola,1.8,2.7,12.0,0.6,1.5,6.7,.499,.036,11.0,0.9,-0.5,0.4,21.5,24.6,.264,-0.9,8.0,21.0,16.3,1.3,11.9,14.8,.535,22.3,7.3,45.7,.115
3881,2.0,.527,3.9,0.7,.336,2.1,0.9,0.1,2.2,2.7,.460,5.9,0.9,.786,1.2,281,7,NBA,15.4,Mike Scott,0.7,1.2,7.1,0.3,0.7,3.0,.519,.348,9.7,0.6,-2.4,-1.7,16.2,4.5,.202,-0.6,5.6,4.8,14.6,1.0,9.5,11.0,.549,21.0,-0.4,9.3,.103
3882,1.7,.497,3.4,0.6,.346,1.7,1.5,0.5,3.1,2.3,.447,5.1,0.8,.732,1.1,738,467,NBA,23.3,Thabo Sefolosha,0.8,1.7,6.0,1.1,0.9,3.9,.504,.331,9.5,1.5,1.1,2.2,14.8,25.0,.213,-1.1,3.8,9.6,11.3,2.4,14.2,9.5,.532,12.5,13.3,34.6,.097
