,Unnamed: 0_x,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF_x,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,Position,C,PF_y,PG,SF,SG,nan
348,344,1.3,0.421,3.1,0.9,0.393,2.4,1.2,0.4,2.2,2.2,0.409,5.5,0.7,0.575,1.2,873,644.0,NBA,27.6,Bruce Bowen,0.5,2.2,6.1,0.8,0.7,2.8,0.494,0.437,6.9,1.0,0.5,1.8,9.4,33.5,0.213,-1.3,2.3,9.4,8.2,1.6,11.0,5.9,0.508,11.4,15.2,42.9,0.086,342.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
349,345,1.0,0.472,2.2,0.0,0.206,0.1,0.5,0.3,1.1,1.1,0.456,2.4,0.4,0.693,0.6,507,85.0,NBA,12.8,Ryan Bowen,1.0,1.5,2.6,0.6,0.3,2.1,0.462,0.057,6.0,1.6,0.0,1.9,10.0,7.1,0.263,-1.9,8.6,5.3,10.5,2.6,11.2,9.3,0.496,10.4,3.3,12.4,0.092,343.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
350,346,2.2,0.41,5.5,0.0,0.2,0.0,0.6,,2.8,2.2,0.409,5.5,0.9,0.661,1.3,211,,ABA,17.0,Tommie Bowens,1.6,2.6,5.4,,1.2,4.8,0.409,0.004,5.3,,,,,3.9,0.242,,,-1.1,9.3,,16.1,12.8,0.442,16.0,,2.8,0.037,344.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
351,347,2.6,0.488,5.2,0.1,0.318,0.5,1.8,0.2,1.6,2.7,0.475,5.7,0.8,0.824,1.0,461,87.0,NBA,18.1,Anthony Bowie,0.6,1.5,6.4,0.6,1.0,2.2,0.487,0.08,14.7,0.8,-1.8,-0.2,9.6,7.2,0.177,-1.6,4.1,5.0,11.7,1.7,14.4,6.9,0.52,16.8,0.5,12.3,0.07,345.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
352,348,4.1,0.456,9.0,0.1,0.302,0.2,2.1,1.8,5.2,4.2,0.452,9.2,2.5,0.748,3.3,511,349.0,NBA,27.6,Sam Bowie,2.3,3.0,10.9,0.5,1.9,7.5,0.456,0.023,10.7,3.8,0.0,1.8,20.9,18.2,0.363,-1.8,9.0,8.7,14.6,0.9,15.2,14.8,0.51,18.5,7.2,26.9,0.091,346.0,C,1.0,0.0,0.0,0.0,0.0,0.0
353,349,0.8,0.321,2.5,0.0,,0.0,0.1,,,0.8,0.321,2.5,0.3,0.25,1.1,11,,ABA,8.2,Orbie Bowling,,1.5,1.9,,0.5,2.6,0.321,0.0,1.6,,,,,0.1,0.429,,,-0.3,1.7,,15.3,14.0,0.316,16.5,,-0.2,-0.081,347.0,C,1.0,0.0,0.0,0.0,0.0,0.0
354,350,0.4,0.7,0.6,0.0,0.0,0.1,0.5,0.0,0.2,0.4,0.636,0.6,0.1,0.5,0.1,17,0.0,NBA,4.0,Ira Bowman,0.1,0.2,0.9,0.2,0.1,0.3,0.636,0.091,19.1,0.0,-3.3,-1.4,6.6,0.1,0.182,-1.9,1.6,0.1,13.4,2.4,14.4,4.1,0.631,9.2,0.0,0.2,0.12,348.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
355,351,1.2,0.388,3.1,0.0,0.0,0.1,0.7,,3.1,1.2,0.388,3.1,0.4,0.529,0.8,261,,TOT,9.1,Nate Bowman,1.8,2.1,2.9,,0.9,3.4,0.388,0.001,9.4,,,,23.1,3.7,0.257,,13.5,-2.6,9.2,,23.0,16.9,0.41,12.4,,1.0,0.021,349.0,C,1.0,0.0,0.0,0.0,0.0,0.0
356,352,0.8,0.387,2.1,0.2,0.25,0.8,0.5,0.2,0.4,1.0,0.349,2.9,0.4,0.5,0.9,30,2.0,NBA,6.5,Donnie Boyce,0.4,0.6,2.6,0.4,0.7,0.8,0.384,0.279,14.5,2.0,-5.6,-0.1,7.9,0.3,0.302,-5.5,7.3,-0.6,9.3,3.7,18.4,7.6,0.405,28.5,-0.2,-0.3,-0.064,350.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
357,353,0.6,0.25,2.4,,,,1.4,0.0,0.4,0.6,0.25,2.4,0.0,,0.0,5,,NBA,8.0,Dennis Boyd,0.0,1.0,1.2,0.0,1.2,0.4,0.25,,20.3,0.0,-15.7,-4.0,5.4,0.0,0.0,-11.7,0.0,-0.2,-4.0,0.0,33.3,2.6,0.25,17.1,-0.1,-0.2,-0.23,351.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
358,354,3.6,0.414,8.6,,,,3.0,0.1,1.1,3.6,0.414,8.6,1.4,0.667,2.1,327,,NBA,23.6,Freddie Boyd,0.2,2.0,8.5,0.8,1.0,1.6,0.414,,18.0,0.3,-4.8,-1.9,4.9,3.9,0.242,-2.9,1.0,-2.5,10.5,1.5,14.3,3.3,0.447,14.6,-3.8,1.4,0.009,352.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
359,355,1.2,0.538,2.2,,,,0.3,0.0,0.3,1.2,0.538,2.2,0.8,0.455,1.8,6,,NBA,4.2,Ken Boyd,0.5,0.3,3.2,0.5,,0.8,0.538,,14.4,0.0,4.5,-0.9,8.3,0.0,0.846,5.4,11.6,0.0,25.3,5.3,,10.0,0.533,,0.0,0.1,0.109,353.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
360,356,2.6,0.437,5.9,0.6,0.348,1.7,3.2,0.1,0.9,3.2,0.417,7.6,1.9,0.876,2.2,652,34.0,NBA,19.9,Earl Boykins,0.4,1.0,8.9,0.6,1.2,1.3,0.455,0.222,26.9,0.2,-2.3,-3.2,5.3,5.6,0.288,0.9,2.4,20.4,15.7,1.6,11.9,3.9,0.516,21.9,-1.1,26.0,0.096,354.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
361,357,3.8,0.4,9.5,,,,1.9,,,3.8,0.4,9.5,2.5,0.765,3.3,109,,NBA,,Harry Boykoff,,3.9,10.1,,,4.6,0.4,,,,,,,0.1,0.35,,,6.8,,,,,0.463,,,7.0,,355.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
362,358,3.4,0.436,7.7,0.0,0.0,0.0,1.2,0.2,1.3,3.4,0.435,7.8,1.6,0.783,2.0,177,,NBA,17.1,Winford Boynes,0.8,1.9,8.4,0.7,1.6,2.1,0.435,0.003,10.3,0.8,-4.9,-1.6,8.2,2.6,0.262,-3.3,4.6,-1.8,10.8,1.9,15.6,6.4,0.482,23.3,-2.2,0.9,0.014,356.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
363,359,0.4,0.346,1.1,0.1,0.154,0.6,0.4,0.1,0.9,0.5,0.282,1.7,0.1,0.333,0.3,23,5.0,NBA,8.7,Cedric Bozeman,0.1,1.4,1.1,0.2,0.4,1.0,0.308,0.333,6.9,0.8,-8.2,-1.0,12.3,0.1,0.154,-7.2,1.8,-0.4,-0.1,1.3,17.8,7.0,0.312,11.7,-0.3,-0.3,-0.077,357.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
364,360,2.6,0.466,5.6,,,,2.2,0.1,1.3,2.6,0.466,5.6,0.9,0.684,1.3,187,,NBA,15.3,Steve Bracey,0.3,1.7,6.1,0.6,,1.6,0.466,,19.0,0.2,-3.6,-1.8,8.3,1.8,0.233,-1.8,2.0,2.1,12.6,1.8,,5.0,0.495,,-0.7,3.9,0.066,358.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
365,361,0.6,0.286,2.1,0.2,0.214,0.8,0.5,0.1,0.7,0.8,0.265,2.9,0.1,0.5,0.1,17,1.0,NBA,7.1,Craig Brackins,0.4,0.5,1.8,0.1,0.2,1.1,0.296,0.286,11.1,0.6,-9.1,-2.4,11.1,0.1,0.041,-6.7,6.5,-0.3,3.1,0.4,7.4,8.8,0.301,20.8,-0.2,-0.2,-0.089,359.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
366,362,4.4,0.478,9.1,0.0,0.056,0.1,0.9,,4.3,4.4,0.475,9.2,3.5,0.798,4.4,254,,TOT,20.5,Gary Bradds,2.0,2.5,12.2,,1.9,5.5,0.475,0.008,6.2,,,,,3.0,0.477,,,12.8,18.8,,13.1,11.8,0.55,22.2,,15.8,0.146,360.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
367,363,1.4,0.529,2.6,0.0,0.0,0.0,0.3,0.1,0.9,1.4,0.524,2.6,0.7,0.604,1.2,39,0.0,NBA,8.5,Alex Bradley,0.8,0.9,3.5,0.3,0.7,1.7,0.524,0.01,4.6,0.9,-3.9,-1.7,12.0,0.3,0.466,-2.2,10.5,0.1,12.4,1.7,18.4,11.2,0.552,18.9,-0.2,0.4,0.053,361.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
368,364,1.8,0.417,4.4,0.0,1.0,0.0,0.7,0.1,1.1,1.9,0.418,4.4,0.7,0.703,1.0,99,,NBA,11.5,Alonzo Bradley,0.4,1.3,4.4,0.2,0.8,1.5,0.419,0.002,8.7,0.3,-5.6,-2.3,10.7,0.1,0.23,-3.3,3.6,-0.3,8.6,1.0,14.2,7.1,0.454,19.7,-1.0,-0.2,-0.007,362.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
369,365,1.4,0.329,4.1,0.1,0.167,0.3,0.9,,,1.4,0.318,4.4,0.9,0.911,1.0,58,,ABA,9.0,Bill Bradley,,0.7,3.8,,0.9,0.8,0.324,0.07,15.9,,,,,0.5,0.217,,,-0.9,7.1,,15.0,3.9,0.386,24.2,,-0.4,-0.037,363.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
370,365,1.4,0.329,4.1,0.1,0.167,0.3,0.9,,,1.4,0.318,4.4,0.9,0.911,1.0,58,,ABA,9.0,Bill Bradley,,0.7,3.8,,0.9,0.8,0.324,0.07,15.9,,,,,0.5,0.217,,,-0.9,7.1,,15.0,3.9,0.386,24.2,,-0.4,-0.037,364.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
371,366,1.4,0.329,4.1,0.1,0.167,0.3,0.9,,,1.4,0.318,4.4,0.9,0.911,1.0,58,,ABA,9.0,Bill Bradley,,0.7,3.8,,0.9,0.8,0.324,,15.2,0.4,-2.3,-0.6,7.2,23.4,0.185,-1.7,2.2,15.4,12.2,1.0,,4.8,0.486,,-0.8,38.8,0.082,363.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
372,366,1.4,0.329,4.1,0.1,0.167,0.3,0.9,,,1.4,0.318,4.4,0.9,0.911,1.0,58,,ABA,9.0,Bill Bradley,,0.7,3.8,,0.9,0.8,0.324,,15.2,0.4,-2.3,-0.6,7.2,23.4,0.185,-1.7,2.2,15.4,12.2,1.0,,4.8,0.486,,-0.8,38.8,0.082,364.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
373,367,5.3,0.448,11.8,,,,3.4,0.2,2.1,5.3,0.448,11.8,1.8,0.84,2.2,742,,NBA,30.7,Bill Bradley,0.6,3.2,12.4,0.7,,3.2,0.448,0.07,15.9,,,,,0.5,0.217,,,-0.9,7.1,,15.0,3.9,0.386,24.2,,-0.4,-0.037,363.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
374,367,5.3,0.448,11.8,,,,3.4,0.2,2.1,5.3,0.448,11.8,1.8,0.84,2.2,742,,NBA,30.7,Bill Bradley,0.6,3.2,12.4,0.7,,3.2,0.448,0.07,15.9,,,,,0.5,0.217,,,-0.9,7.1,,15.0,3.9,0.386,24.2,,-0.4,-0.037,364.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
375,368,5.3,0.448,11.8,,,,3.4,0.2,2.1,5.3,0.448,11.8,1.8,0.84,2.2,742,,NBA,30.7,Bill Bradley,0.6,3.2,12.4,0.7,,3.2,0.448,,15.2,0.4,-2.3,-0.6,7.2,23.4,0.185,-1.7,2.2,15.4,12.2,1.0,,4.8,0.486,,-0.8,38.8,0.082,363.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
376,368,5.3,0.448,11.8,,,,3.4,0.2,2.1,5.3,0.448,11.8,1.8,0.84,2.2,742,,NBA,30.7,Bill Bradley,0.6,3.2,12.4,0.7,,3.2,0.448,,15.2,0.4,-2.3,-0.6,7.2,23.4,0.185,-1.7,2.2,15.4,12.2,1.0,,4.8,0.486,,-0.8,38.8,0.082,364.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
377,369,1.2,0.422,2.7,0.0,0.0,0.0,0.5,0.3,0.7,1.2,0.416,2.8,0.8,0.585,1.4,110,6.0,NBA,8.3,Charles Bradley,0.4,1.4,3.2,0.4,0.8,1.1,0.416,0.013,7.7,2.1,-4.1,0.5,9.1,1.3,0.521,-4.6,5.1,-1.0,8.4,2.4,18.8,7.1,0.463,20.1,-0.5,0.3,0.016,365.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
378,370,1.9,0.46,4.1,0.2,0.293,0.6,1.9,0.3,1.3,2.0,0.44,4.6,1.0,0.73,1.3,600,62.0,NBA,17.0,Dudley Bradley,0.5,2.0,5.2,1.6,1.1,1.8,0.458,0.124,14.9,1.0,0.6,2.2,8.5,15.7,0.289,-1.6,3.3,0.8,12.0,4.4,17.9,5.9,0.5,15.1,6.7,16.5,0.078,366.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
379,371,2.9,0.433,6.8,0.0,0.0,0.1,1.3,0.6,3.6,2.9,0.429,6.9,1.1,0.727,1.5,98,,ABA,19.5,Jim Bradley,1.8,2.5,7.0,0.7,1.4,5.4,0.429,0.009,8.7,1.7,-0.5,1.8,17.8,3.6,0.223,-2.4,8.9,0.2,12.3,1.7,15.2,13.4,0.464,17.8,0.7,3.7,0.094,367.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
380,372,0.8,0.269,2.9,,,,0.8,,,0.8,0.269,2.9,0.3,0.395,0.8,46,,NBA,,Joe Bradley,,1.1,1.9,,,,0.269,,,,,,,0.7,0.284,,,-1.0,,,,,0.289,,,-0.3,,368.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
381,373,1.2,0.488,2.6,0.0,0.143,0.1,0.5,0.3,2.1,1.3,0.477,2.6,0.3,0.511,0.5,173,13.0,NBA,11.7,Michael Bradley,1.3,1.2,2.8,0.1,0.7,3.4,0.479,0.031,7.5,1.7,-3.7,-0.4,21.5,1.5,0.193,-3.3,12.3,0.5,11.3,0.7,18.6,16.8,0.487,13.8,-0.9,2.0,0.047,369.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
382,374,3.3,0.459,7.1,0.0,0.103,0.0,0.7,2.5,4.2,3.3,0.457,7.1,1.6,0.716,2.2,832,484.0,NBA,23.5,Shawn Bradley,2.1,3.1,8.1,0.6,1.3,6.3,0.457,0.007,4.7,7.8,0.5,3.4,20.2,30.8,0.311,-2.9,9.9,9.9,16.0,1.4,13.6,15.0,0.5,17.8,12.3,40.7,0.1,370.0,C,1.0,0.0,0.0,0.0,0.0,0.0
383,375,0.7,0.431,1.6,0.0,,0.0,0.2,0.1,1.2,0.7,0.431,1.6,0.3,0.692,0.4,36,0.0,NBA,7.0,Mark Bradtke,0.7,0.9,1.6,0.1,0.3,1.9,0.431,0.0,4.2,1.4,-6.1,-1.8,18.7,0.1,0.224,-4.3,11.0,0.1,9.6,1.0,12.4,14.8,0.463,12.2,-0.3,0.2,0.044,371.0,C,1.0,0.0,0.0,0.0,0.0,0.0
384,376,1.0,0.45,2.3,0.0,,0.0,0.2,0.2,0.8,1.0,0.45,2.3,0.4,0.561,0.8,53,0.0,NBA,7.0,Marques Bragg,0.7,1.3,2.5,0.3,0.5,1.5,0.45,0.0,3.6,1.7,-5.9,-1.5,13.3,0.3,0.342,-4.3,12.3,-0.3,9.8,2.4,15.8,12.8,0.475,19.7,-0.4,0.1,0.012,372.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
385,377,0.9,0.475,1.8,0.0,,0.0,0.3,0.1,1.2,0.9,0.475,1.8,0.4,0.667,0.5,22,0.0,NBA,8.1,Torraye Braggs,1.1,1.5,2.1,0.2,0.7,2.3,0.475,0.0,6.7,0.9,-4.1,-0.6,16.5,0.2,0.3,-3.4,17.0,0.0,9.8,1.2,24.9,16.8,0.508,16.0,-0.1,0.3,0.071,373.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
386,378,0.5,0.19,2.6,0.0,,0.0,0.0,0.0,1.3,0.5,0.19,2.6,0.0,,0.0,8,0.0,NBA,7.6,A.J. Bramlett,1.5,1.6,1.0,0.1,0.4,2.8,0.19,0.0,0.0,0.0,-16.8,-6.3,18.5,0.1,0.0,-10.5,21.7,-0.2,-0.4,0.8,12.5,20.1,0.19,17.1,-0.2,-0.2,-0.129,374.0,C,1.0,0.0,0.0,0.0,0.0,0.0
387,379,2.5,0.468,5.3,0.1,0.231,0.3,0.7,0.1,1.1,2.5,0.455,5.6,1.3,0.744,1.7,130,7.0,NBA,11.0,Adrian Branch,0.9,1.5,6.4,0.6,1.0,1.9,0.461,0.054,10.0,0.7,-2.9,-1.6,11.0,1.6,0.301,-1.3,8.8,0.5,15.1,2.8,13.2,9.9,0.506,26.5,-0.3,2.1,0.07,375.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
388,380,6.2,0.501,12.4,0.0,0.095,0.0,2.1,1.7,5.4,6.2,0.5,12.5,3.4,0.736,4.7,1058,868.0,NBA,33.0,Elton Brand,3.1,2.9,15.9,0.9,1.9,8.5,0.501,0.002,11.7,3.9,3.1,1.8,19.0,43.8,0.374,1.3,11.0,65.8,20.5,1.4,11.8,15.0,0.548,22.8,45.2,109.6,0.151,376.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
389,381,4.9,0.462,10.5,0.5,0.355,1.5,6.1,0.3,2.4,5.4,0.448,12.0,2.5,0.873,2.8,724,480.0,NBA,29.8,Terrell Brandon,0.6,1.8,13.8,1.6,2.0,3.0,0.471,0.127,35.5,0.8,2.4,-0.2,9.9,25.9,0.234,2.5,2.4,40.1,19.7,2.9,12.9,6.1,0.519,23.9,23.7,65.9,0.147,377.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
390,382,2.6,0.344,7.6,,,,2.1,,,2.6,0.344,7.6,2.0,0.652,3.1,338,,NBA,23.6,Bob Brannum,,3.9,7.3,,,7.0,0.344,,,,,,,4.8,0.404,,,0.9,11.3,,,,0.404,,,5.6,0.029,378.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
391,383,2.1,0.423,5.0,0.0,0.0,0.0,0.7,0.4,1.7,2.1,0.422,5.0,1.2,0.725,1.7,72,5.0,NBA,11.9,Brad Branson,1.2,1.4,5.4,0.4,0.8,2.9,0.422,0.003,8.2,2.0,-3.5,-1.5,15.9,0.6,0.333,-2.0,10.5,0.4,14.4,1.7,12.3,13.1,0.474,21.8,-0.3,0.9,0.053,379.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
392,384,4.5,0.429,10.5,0.0,0.222,0.1,0.8,,,4.5,0.427,10.6,4.0,0.702,5.7,83,,TOT,23.0,Jesse Branson,,3.0,13.1,,1.5,6.6,0.428,0.01,5.4,,,,,2.5,0.54,,,3.3,19.2,,9.6,12.3,0.499,23.3,,5.8,0.146,380.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
393,385,1.3,0.266,4.7,,,,1.1,,,1.3,0.266,4.7,1.4,0.794,1.7,20,,NBA,12.4,Jim Brasco,,1.5,3.9,,,1.2,0.266,,,,,,,0.3,0.362,,,-0.5,7.6,,,,0.353,,,-0.2,-0.036,381.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
394,386,2.4,0.421,5.8,0.3,0.305,1.1,3.2,0.1,1.2,2.7,0.407,6.6,1.3,0.83,1.6,586,9.0,NBA,18.1,Mike Bratz,0.5,1.9,7.0,0.9,1.5,1.8,0.426,0.127,22.7,0.3,-2.4,-1.1,7.6,8.8,0.241,-1.3,3.1,2.3,12.0,2.4,16.6,5.3,0.476,19.0,-1.1,11.1,0.05,382.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
395,387,5.0,0.383,13.0,,,,3.7,,,5.0,0.383,13.0,3.6,0.804,4.4,788,,TOT,29.8,Carl Braun,,2.7,13.5,,,3.4,0.383,,,,,,,19.8,0.341,,,44.4,15.8,,,,0.452,,,64.3,0.119,383.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
396,388,0.8,0.393,2.1,0.2,0.297,0.7,0.4,0.1,0.6,1.1,0.369,2.9,0.6,0.635,0.9,102,6.0,NBA,9.2,Tim Breaux,0.4,0.7,2.9,0.2,0.5,0.9,0.406,0.253,6.5,1.0,-7.0,-2.2,6.8,0.6,0.328,-4.8,4.8,-0.8,7.4,1.3,12.3,5.8,0.446,18.3,-1.2,-0.2,-0.012,384.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
397,389,0.9,0.359,2.6,1.2,0.333,3.6,2.2,0.1,1.5,2.1,0.344,6.2,1.0,0.748,1.3,100,43.0,NBA,19.5,J.R. Bremer,0.3,1.1,6.5,0.6,0.8,1.8,0.441,0.579,19.0,0.3,-2.8,-2.1,9.1,1.5,0.211,-0.7,1.5,1.0,11.2,1.5,10.9,5.2,0.475,18.1,-0.4,2.5,0.062,385.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
398,390,0.8,0.302,2.7,,,,0.4,,,0.8,0.302,2.7,0.9,0.56,1.6,16,,NBA,8.5,Pete Brennan,,0.9,2.5,,,1.9,0.302,,,,,,,0.1,0.581,,,-0.2,7.2,,,,0.37,,,-0.1,-0.03,386.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
399,391,0.5,0.455,1.0,,,,0.2,,,0.5,0.455,1.0,0.0,,0.0,11,,NBA,4.7,Tom Brennan,,0.5,0.9,,,0.5,0.455,,,,,,,0.0,0.0,,,0.0,5.6,,,,0.455,,,0.1,0.048,387.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
400,392,2.8,0.468,6.0,0.0,0.0,0.0,0.9,1.1,2.8,2.8,0.467,6.0,1.2,0.628,1.9,681,285.0,NBA,18.4,Randy Breuer,1.6,2.1,6.8,0.4,1.0,4.4,0.467,0.001,7.1,3.7,-1.2,1.2,17.8,16.6,0.315,-2.5,9.5,4.3,13.2,1.2,12.8,13.5,0.497,17.8,2.5,20.9,0.08,388.0,C,1.0,0.0,0.0,0.0,0.0,0.0
401,393,0.5,0.435,1.1,0.1,0.25,0.6,1.0,0.0,0.6,0.6,0.372,1.7,0.2,0.393,0.5,54,1.0,NBA,8.7,Jamison Brewer,0.3,0.6,1.6,0.4,0.6,0.9,0.415,0.34,18.6,0.3,-4.4,-0.5,8.7,0.5,0.298,-4.0,3.7,-0.5,7.0,2.2,23.1,6.2,0.419,13.6,-0.3,0.0,-0.001,389.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
402,394,2.5,0.449,5.6,0.0,0.077,0.1,1.5,0.7,4.0,2.5,0.448,5.7,0.8,0.571,1.3,703,9.0,NBA,22.7,Jim Brewer,2.4,2.2,5.8,0.8,0.9,6.3,0.448,0.003,8.5,1.7,0.8,2.1,18.8,20.9,0.232,-1.4,10.7,8.4,12.2,1.6,19.4,14.6,0.467,10.5,11.1,29.3,0.088,390.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
403,395,4.9,0.464,10.6,0.1,0.248,0.3,1.8,0.5,1.3,5.0,0.459,10.9,1.9,0.824,2.3,501,108.0,NBA,25.7,Ron Brewer,0.7,1.7,11.9,1.0,1.4,1.9,0.462,0.022,10.3,1.1,-2.3,-1.3,5.5,8.0,0.211,-0.9,2.8,9.4,13.0,1.8,10.6,4.1,0.502,20.7,-0.8,17.3,0.065,391.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
404,396,3.0,0.499,5.9,0.0,0.167,0.0,0.5,0.4,2.2,3.0,0.498,5.9,1.2,0.701,1.8,342,214.0,NBA,18.1,Primoz Brezec,1.6,2.1,7.2,0.2,0.8,3.9,0.498,0.003,5.0,1.6,-2.5,-1.1,15.0,4.0,0.299,-1.4,10.0,6.9,13.6,0.6,10.6,12.4,0.533,18.6,-0.8,10.8,0.084,392.0,C,1.0,0.0,0.0,0.0,0.0,0.0
405,397,4.0,0.34,11.9,,,,2.6,,,4.0,0.34,11.9,4.2,0.821,5.1,438,,NBA,24.9,Frankie Brian,,2.6,12.3,,,2.4,0.34,,,,,,,14.0,0.434,,,16.1,13.9,,,,0.435,,,30.1,0.096,393.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
406,398,3.9,0.525,7.3,0.1,0.324,0.2,1.9,0.4,3.3,3.9,0.519,7.6,2.1,0.74,2.8,731,404.0,NBA,22.3,Frank Brickowski,1.4,3.1,10.0,0.9,1.9,4.7,0.524,0.031,12.8,1.1,-0.3,0.4,17.0,17.0,0.366,-0.7,6.9,12.8,14.2,1.9,17.6,11.9,0.568,20.0,6.8,29.8,0.088,394.0,C,1.0,0.0,0.0,0.0,0.0,0.0
407,399,5.6,0.479,11.7,0.1,0.244,0.3,2.4,0.3,2.5,5.7,0.475,11.9,2.2,0.846,2.6,849,52.0,NBA,25.0,Junior Bridgeman,1.1,2.3,13.6,0.8,1.7,3.5,0.477,0.016,14.2,0.6,-1.0,-1.2,10.5,18.2,0.219,0.3,4.7,26.8,15.6,1.5,11.3,7.7,0.52,24.1,5.4,45.0,0.102,395.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
408,400,4.5,0.442,10.2,,,,2.8,0.4,3.9,4.5,0.442,10.2,2.9,0.693,4.1,926,,NBA,33.3,Bill Bridges,2.6,3.6,11.9,0.7,,11.9,0.442,,10.6,0.8,-1.7,0.6,15.1,35.2,0.404,-2.3,11.0,24.7,14.5,1.3,,15.9,0.494,,0.2,59.9,0.093,396.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
409,401,3.8,0.256,15.0,,,,1.0,,,3.8,0.256,15.0,2.1,0.627,3.3,58,,BAA,,Al Brightman,,2.0,9.8,,,,0.256,,,,,,,0.9,0.222,,,-0.5,,,,,0.297,,,0.4,,397.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
410,402,1.2,0.286,4.1,,,,0.1,,,1.2,0.286,4.1,0.5,0.857,0.6,12,,BAA,,Aud Brindley,,1.3,2.8,,,,0.286,,,,,,,0.1,0.143,,,0.1,,,,,0.326,,,0.2,,398.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
411,403,7.6,0.466,16.3,0.8,0.321,2.5,2.4,0.2,4.2,8.1,0.453,17.8,4.0,0.834,4.8,331,,TOT,30.1,John Brisker,2.8,2.8,20.7,0.6,3.6,6.5,0.467,0.088,11.9,0.5,-1.8,-2.4,12.2,5.2,0.269,0.6,6.9,16.9,20.1,1.5,12.6,9.6,0.518,28.4,0.1,22.1,0.107,399.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
412,404,3.0,0.463,6.5,0.0,0.281,0.2,3.2,0.1,2.6,3.0,0.46,6.6,1.8,0.801,2.2,695,54.0,TOT,20.4,Allan Bristow,1.4,2.0,7.8,0.7,1.8,4.0,0.462,0.012,21.0,0.2,-0.2,-0.5,13.9,9.5,0.336,0.3,7.4,15.1,14.6,1.7,19.2,10.7,0.52,17.6,6.3,24.6,0.083,400.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
413,405,1.2,0.382,3.1,,,,1.1,,,1.2,0.382,3.1,0.2,0.667,0.3,11,,NBA,7.6,Tyrone Britt,,0.9,2.5,,,1.4,0.382,,19.1,,,,,0.1,0.088,,,-0.1,9.5,,,,0.396,,,0.0,-0.02,401.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
