,Unnamed: 0_x,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF_x,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,Position,C,PF_y,PG,SF,SG,nan
3371,3235,0.8,0.416,1.8,0.6,0.297,2.0,1.5,0.3,1.6,1.3,0.354,3.8,0.3,0.688,0.5,69,7.0,NBA,15.8,Kostas Papanikolaou,0.7,1.4,3.6,0.6,1.1,2.3,0.432,0.525,13.6,1.3,-2.8,0.6,11.3,1.1,0.122,-3.4,4.8,-0.7,7.3,1.9,21.5,8.0,0.449,14.1,-0.2,0.3,0.015,3175.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3372,3236,5.9,0.511,11.5,0.5,0.341,1.5,2.1,0.4,3.9,6.4,0.491,13.0,2.5,0.748,3.4,152,147.0,NBA,32.1,Jabari Parker,1.7,2.0,15.8,1.0,1.7,5.6,0.511,0.116,10.8,1.0,-1.3,-1.2,13.9,3.6,0.259,-0.1,6.0,5.4,16.3,1.6,10.4,10.0,0.546,22.8,0.9,9.0,0.089,3176.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3373,3237,6.0,0.512,11.8,0.4,0.328,1.3,5.8,0.1,2.5,6.5,0.493,13.1,2.8,0.753,3.8,1137,1124.0,NBA,31.7,Tony Parker,0.4,1.7,16.2,0.9,2.4,2.8,0.51,0.101,32.3,0.2,1.0,-0.8,8.8,44.0,0.288,1.7,1.4,64.6,18.5,1.5,13.9,5.2,0.548,25.2,27.1,108.6,0.145,3177.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3374,3238,3.6,0.525,6.9,1.6,0.373,4.3,2.9,0.4,3.9,5.2,0.466,11.2,1.6,0.711,2.2,374,358.0,NBA,32.1,Chandler Parsons,0.9,2.0,13.6,1.0,1.6,4.8,0.539,0.387,14.5,0.9,2.0,0.4,13.5,10.5,0.198,1.7,3.2,17.5,15.0,1.6,11.4,8.4,0.56,19.0,12.1,28.0,0.112,3178.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3375,3239,0.5,0.45,1.0,0.3,0.236,1.4,1.1,0.1,1.3,0.8,0.326,2.4,0.5,0.72,0.6,40,0.0,NBA,10.9,Lamar Patterson,0.1,1.3,2.3,0.3,0.7,1.4,0.395,0.579,14.3,0.4,-5.5,-0.4,12.8,0.5,0.263,-5.1,1.3,-0.5,4.4,1.1,20.3,7.2,0.439,13.6,-0.4,0.1,0.006,3179.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3376,3240,2.3,0.505,4.6,0.9,0.367,2.3,1.2,0.5,3.2,3.2,0.459,6.9,0.6,0.744,0.9,471,72.0,NBA,24.0,Patrick Patterson,1.5,1.9,7.9,0.6,0.8,4.7,0.52,0.335,7.8,1.7,0.7,0.3,15.5,10.0,0.124,0.4,7.0,14.6,13.2,1.3,9.5,11.2,0.537,15.1,7.8,24.6,0.105,3180.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3377,3241,5.4,0.504,10.7,1.2,0.369,3.2,9.9,0.1,3.7,6.6,0.473,13.9,4.3,0.865,5.0,829,829.0,NBA,35.6,Chris Paul,0.7,2.5,18.7,2.3,2.4,4.4,0.515,0.232,47.1,0.2,7.5,0.7,12.2,39.5,0.361,6.9,2.2,113.9,25.7,3.4,13.1,7.2,0.579,24.0,71.1,153.4,0.25,3181.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3378,3242,1.3,0.433,3.1,0.5,0.346,1.6,0.9,0.2,1.4,1.9,0.404,4.7,0.6,0.673,0.9,567,142.0,NBA,15.7,Sasha Pavlovic,0.3,1.8,4.9,0.5,0.8,1.8,0.462,0.336,9.4,0.9,-3.4,-0.5,10.8,9.3,0.19,-2.9,2.5,-2.3,8.3,1.6,13.8,6.6,0.485,17.2,-3.2,7.0,0.038,3182.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3379,3243,1.5,0.423,3.7,0.1,0.235,0.5,0.7,0.2,2.3,1.7,0.399,4.2,0.6,0.678,0.9,97,24.0,NBA,13.7,Adreian Payne,0.8,2.0,4.1,0.4,0.9,3.0,0.414,0.126,7.5,1.5,-5.7,-0.8,19.4,0.7,0.214,-4.9,6.3,-1.5,7.4,1.6,16.4,12.8,0.445,17.8,-1.2,-0.8,-0.029,3183.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3380,3244,1.3,0.42,3.1,0.7,0.32,2.3,1.9,0.1,1.4,2.0,0.378,5.4,0.3,0.75,0.4,87,1.0,NBA,13.3,Cameron Payne,0.1,1.5,5.1,0.6,0.8,1.5,0.445,0.418,20.6,0.7,-3.6,-1.4,11.0,1.2,0.068,-2.1,1.2,-0.2,10.0,2.1,13.1,6.2,0.457,20.6,-0.5,1.0,0.041,3184.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3381,3245,4.0,0.466,8.7,0.3,0.285,1.2,6.4,0.3,3.0,4.4,0.444,9.8,1.6,0.605,2.6,231,184.0,NBA,29.7,Elfrid Payton,1.2,2.3,10.6,1.4,2.4,4.2,0.461,0.119,33.2,0.9,-0.4,0.3,11.5,6.1,0.263,-0.7,4.2,2.4,14.8,2.3,17.6,7.8,0.485,20.0,2.8,8.5,0.059,3185.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3382,3246,1.0,0.444,2.3,0.4,0.29,1.4,0.2,0.2,1.6,1.4,0.386,3.7,0.7,0.793,0.8,111,5.0,NBA,9.4,Oleksiy Pecherov,0.8,1.1,3.9,0.2,0.5,2.4,0.441,0.374,3.1,1.6,-7.0,-3.9,20.0,0.7,0.222,-3.1,9.5,-0.1,11.9,1.0,11.5,14.6,0.482,22.0,-1.3,0.5,0.025,3187.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3383,3247,4.8,0.518,9.4,0.0,,0.0,0.7,0.6,3.7,4.8,0.518,9.4,2.9,0.76,3.8,271,194.0,NBA,24.9,Nikola Pekovic,3.0,2.3,12.6,0.5,1.5,6.7,0.518,0.0,5.1,1.7,-0.8,-1.0,17.1,5.2,0.403,0.2,13.0,13.5,18.6,1.1,12.2,15.0,0.57,22.1,2.0,18.8,0.134,3188.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3384,3248,2.2,0.532,4.1,0.0,0.0,0.0,1.0,1.2,4.1,2.2,0.53,4.1,1.0,0.594,1.7,781,565.0,NBA,22.0,Kendrick Perkins,1.7,2.7,5.4,0.3,1.6,5.8,0.53,0.004,7.1,4.1,-0.4,2.8,21.4,27.1,0.42,-3.2,9.3,0.8,10.7,0.8,24.4,15.6,0.552,13.5,7.0,27.9,0.078,3189.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3385,3249,2.1,0.464,4.4,0.0,0.154,0.0,0.5,0.5,2.7,2.1,0.462,4.5,0.5,0.678,0.8,473,139.0,NBA,15.4,Johan Petro,1.1,2.4,4.7,0.4,0.8,3.9,0.462,0.006,5.1,2.4,-4.2,-0.1,21.0,6.5,0.173,-4.1,8.5,-1.0,10.4,1.4,14.1,14.7,0.484,16.4,-4.0,5.5,0.037,3190.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3386,3250,4.9,0.478,10.2,1.6,0.369,4.3,3.5,0.6,4.8,6.5,0.445,14.5,5.2,0.807,6.4,1340,1285.0,NBA,34.2,Paul Pierce,0.8,2.7,19.7,1.3,2.6,5.6,0.5,0.299,18.7,1.3,3.3,0.5,16.2,63.1,0.441,2.8,2.8,86.9,19.7,2.0,13.2,9.6,0.568,26.8,61.6,150.0,0.157,3191.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3387,3251,1.0,0.45,2.2,0.0,,0.0,0.2,0.2,1.0,1.0,0.45,2.2,0.4,0.545,0.7,50,6.0,NBA,6.9,Dexter Pittman,0.8,1.7,2.3,0.2,0.4,1.8,0.45,0.0,4.2,1.9,-6.0,-1.6,16.9,0.5,0.303,-4.4,13.4,0.0,9.1,1.2,15.1,15.3,0.47,19.5,-0.4,0.5,0.068,3192.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3388,3252,0.9,0.478,1.9,0.0,0.0,0.2,0.2,0.2,0.8,0.9,0.44,2.1,0.2,1.0,0.2,12,0.0,NBA,6.8,Tibor Pleiss,0.5,1.6,2.0,0.1,0.7,1.3,0.44,0.08,4.0,2.1,-8.1,-1.1,12.8,0.1,0.08,-7.0,8.6,-0.2,3.5,0.6,23.6,10.7,0.464,19.1,-0.1,-0.1,-0.041,3193.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3389,3253,0.3,0.455,0.7,0.0,,0.0,0.6,0.2,1.0,0.3,0.455,0.7,0.3,0.417,0.8,16,0.0,NBA,6.4,Marshall Plumlee,0.7,0.8,0.9,0.1,0.5,1.7,0.455,0.0,11.4,2.4,-4.1,0.6,16.6,0.1,1.091,-4.7,11.5,-0.1,7.0,0.5,32.9,14.0,0.461,10.2,-0.1,0.0,0.003,3194.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3390,3254,3.4,0.565,6.0,0.0,0.0,0.1,2.1,0.9,4.5,3.4,0.56,6.1,2.1,0.583,3.7,308,211.0,NBA,23.0,Mason Plumlee,2.0,2.7,9.0,0.8,1.5,6.5,0.56,0.009,13.7,3.2,2.2,2.3,21.8,8.8,0.601,-0.1,9.9,12.4,18.1,1.8,16.2,15.9,0.582,17.9,7.5,21.2,0.144,3195.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3391,3255,2.3,0.532,4.3,0.0,,0.0,0.4,0.8,3.1,2.3,0.532,4.3,0.6,0.564,1.0,267,133.0,NBA,16.8,Miles Plumlee,1.7,1.6,5.1,0.5,0.9,4.8,0.532,0.0,3.8,3.9,-1.5,1.2,20.8,5.8,0.245,-2.7,11.2,3.5,14.3,1.4,15.4,16.0,0.543,14.8,0.6,9.2,0.099,3196.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3392,3256,1.0,0.526,2.0,0.0,,0.0,0.2,0.3,1.5,1.0,0.526,2.0,0.5,0.542,1.0,48,4.0,NBA,11.3,Jakob Poeltl,1.5,2.0,2.6,0.3,0.6,3.0,0.526,0.0,2.6,2.4,-1.7,0.3,15.2,0.6,0.505,-2.0,14.6,0.5,10.3,1.4,19.4,14.9,0.543,11.9,0.0,1.1,0.094,3197.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3393,3257,1.2,0.472,2.5,0.7,0.365,2.0,0.8,0.2,1.4,1.9,0.424,4.5,0.7,0.732,1.0,279,47.0,NBA,18.1,Quincy Pondexter,0.7,1.5,5.3,0.4,0.6,2.0,0.506,0.445,6.9,0.7,-1.0,-0.6,9.0,4.1,0.228,-0.4,4.2,5.0,9.9,1.1,10.1,6.6,0.535,13.9,1.2,9.1,0.087,3198.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3394,3258,2.5,0.534,4.8,1.1,0.391,2.7,1.2,0.4,3.3,3.6,0.481,7.5,1.0,0.768,1.3,262,162.0,NBA,25.0,Otto Porter,1.1,1.8,9.3,1.0,0.7,4.4,0.553,0.365,7.0,1.3,1.7,0.9,14.8,7.7,0.167,0.9,5.1,9.8,14.5,2.0,7.8,9.9,0.575,15.4,6.2,17.5,0.128,3199.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3395,3259,2.5,0.478,5.2,0.3,0.31,1.1,0.7,0.3,3.3,2.8,0.449,6.3,0.7,0.702,1.0,119,17.0,NBA,16.4,Bobby Portis,1.6,1.5,6.7,0.3,0.7,4.9,0.475,0.171,6.6,1.3,-3.5,-1.3,21.3,2.2,0.161,-2.3,10.3,1.0,14.0,1.0,9.8,15.8,0.497,20.0,-0.8,3.2,0.079,3200.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3396,3260,4.5,0.473,9.5,1.4,0.346,4.1,1.4,1.9,5.5,5.9,0.435,13.6,2.9,0.814,3.6,137,136.0,NBA,30.5,Kristaps Porzingis,1.8,3.3,16.1,0.7,1.7,7.3,0.487,0.299,7.6,5.0,0.2,0.5,19.4,5.0,0.262,-0.3,6.3,3.8,17.6,1.2,10.3,12.9,0.532,24.5,2.3,8.8,0.101,3201.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3397,3261,2.0,0.538,3.7,0.1,0.21,0.4,0.6,0.4,2.5,2.1,0.508,4.1,1.4,0.754,1.8,168,3.0,NBA,14.3,Dwight Powell,1.1,1.7,5.6,0.6,0.5,3.6,0.518,0.091,6.6,2.4,0.7,1.6,19.8,3.4,0.441,-0.9,8.7,4.8,17.2,2.2,8.6,14.1,0.573,17.2,1.6,8.2,0.163,3202.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3398,3262,1.6,0.44,3.5,0.0,0.35,0.1,0.5,0.2,1.9,1.6,0.438,3.6,0.7,0.743,0.9,316,28.0,NBA,12.6,Josh Powell,1.0,1.6,3.9,0.2,0.8,2.9,0.441,0.018,6.3,1.3,-5.4,-0.9,17.4,3.8,0.264,-4.6,9.7,-1.3,9.2,0.6,16.7,13.5,0.483,17.5,-3.4,2.5,0.03,3203.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3399,3263,1.8,0.485,3.8,0.7,0.35,2.1,1.0,0.2,1.9,2.6,0.437,5.9,1.3,0.791,1.7,121,41.0,NBA,16.8,Norman Powell,0.3,1.5,7.2,0.6,0.8,2.3,0.499,0.358,9.5,1.0,-1.3,-0.8,12.9,2.1,0.29,-0.5,2.3,1.9,13.5,1.9,11.0,7.6,0.545,19.9,0.4,4.0,0.095,3204.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3400,3264,0.8,0.392,2.1,0.3,0.254,1.3,2.9,0.1,1.2,1.2,0.341,3.4,0.5,0.63,0.8,148,11.0,NBA,13.6,Phil Pressey,0.2,1.2,3.2,0.8,1.1,1.5,0.388,0.374,31.4,0.6,-4.0,-0.5,10.2,2.1,0.236,-3.5,1.9,-1.4,9.9,2.9,22.4,6.0,0.419,15.7,-1.0,0.8,0.018,3206.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3401,3265,0.9,0.422,2.2,0.5,0.303,1.5,1.8,0.1,0.9,1.4,0.374,3.7,0.5,0.736,0.7,538,73.0,NBA,13.4,Ronnie Price,0.3,1.7,3.7,0.8,0.9,1.2,0.435,0.407,19.3,0.6,-2.6,-0.5,7.7,6.4,0.202,-2.1,2.8,-2.5,9.1,3.0,18.1,5.2,0.468,16.2,-1.1,4.0,0.026,3207.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3402,3266,0.5,0.522,0.9,0.8,0.379,2.0,2.8,0.0,1.3,1.2,0.425,2.9,0.3,0.872,0.3,270,51.0,NBA,16.9,Pablo Prigioni,0.5,1.6,3.5,1.0,1.0,1.9,0.554,0.681,24.4,0.1,0.3,-0.1,9.2,4.3,0.109,0.4,3.6,6.1,12.3,3.1,23.8,6.3,0.574,10.9,2.6,10.4,0.11,3208.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3403,3267,3.9,0.47,8.4,0.6,0.367,1.5,2.4,0.5,3.2,4.5,0.455,9.9,1.5,0.756,2.0,1017,902.0,NBA,31.0,Tayshaun Prince,1.1,1.2,11.1,0.6,1.0,4.3,0.483,0.154,12.8,1.2,0.1,0.2,12.2,28.0,0.202,-0.1,4.2,35.0,13.7,1.0,8.8,8.1,0.513,17.8,16.6,63.1,0.096,3209.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3404,3268,2.1,0.454,4.6,0.0,,0.0,0.7,,1.3,2.1,0.454,4.6,1.8,0.746,2.4,142,,TOT,13.6,Bob Quick,1.0,1.7,6.0,,0.7,2.8,0.454,0.0,6.6,,,,14.3,1.4,0.532,,10.5,2.9,13.4,,17.1,10.1,0.529,17.1,,4.3,0.107,3210.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3405,3269,0.9,0.416,2.2,0.7,0.377,1.8,1.9,0.0,1.0,1.6,0.399,4.0,0.7,0.809,0.9,241,26.0,NBA,13.7,Chris Quinn,0.1,1.0,4.5,0.4,0.6,1.1,0.483,0.447,22.2,0.2,-3.0,-2.4,8.6,2.0,0.219,-0.7,1.1,3.3,12.2,1.6,11.6,4.8,0.521,16.9,-0.9,5.3,0.077,3211.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3406,3270,1.3,0.434,2.9,0.2,0.326,0.6,0.6,0.2,1.0,1.5,0.414,3.5,0.3,0.677,0.5,138,5.0,NBA,11.1,Brian Quinnett,0.7,1.2,3.4,0.3,0.5,1.6,0.443,0.177,7.1,1.0,-3.7,-0.7,9.8,1.3,0.134,-3.0,6.8,-0.5,8.4,1.4,12.3,8.3,0.461,16.6,-0.7,0.9,0.027,3212.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3407,3271,0.4,0.714,0.5,0.2,0.5,0.5,0.6,0.2,0.3,0.6,0.615,1.0,0.0,,0.0,13,0.0,NBA,3.4,Tim Quarterman,0.2,0.3,1.5,0.1,0.3,0.5,0.731,0.462,28.7,3.6,0.7,-1.4,10.1,0.0,0.0,2.1,5.0,0.1,19.5,1.1,23.5,7.6,0.731,17.0,0.0,0.2,0.168,3213.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3408,3272,2.5,0.461,5.4,0.0,0.0,0.0,0.6,0.4,3.2,2.5,0.461,5.4,1.4,0.631,2.2,278,,TOT,15.6,Luther Rackley,1.4,2.3,6.3,0.3,0.9,4.6,0.461,0.001,5.7,3.0,-9.3,-1.8,22.1,3.2,0.405,-7.5,9.3,2.8,12.6,2.0,11.2,14.4,0.5,19.4,-0.1,6.0,0.066,3214.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3409,3273,0.5,0.156,3.5,,,,1.1,,,0.5,0.156,3.5,0.2,0.3,0.8,13,,BAA,,Howie Rader,,1.9,1.3,,,,0.156,,,,,,,0.1,0.222,,,-0.6,,,,,0.172,,,-0.6,,3215.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
3410,3274,1.4,0.526,2.6,0.1,0.286,0.2,1.7,0.1,0.5,1.4,0.507,2.8,0.7,0.458,1.5,97,2.0,NBA,8.3,Mark Radford,0.3,1.5,3.6,0.5,1.2,0.8,0.518,0.077,27.5,0.4,-3.4,-0.7,6.5,1.1,0.522,-2.7,3.5,-0.7,11.3,2.9,25.8,5.0,0.519,22.6,-0.3,0.4,0.023,3216.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3411,3275,1.6,0.474,3.4,,,,1.1,0.0,0.8,1.6,0.474,3.4,0.7,0.8,0.9,52,,NBA,12.5,Wayne Radford,0.5,1.2,3.9,0.6,0.9,1.3,0.474,,11.3,0.1,-2.9,-0.6,6.8,0.5,0.257,-2.4,4.0,0.2,9.7,2.1,18.8,5.4,0.518,14.4,-0.2,0.7,0.049,3217.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3412,3276,6.8,0.497,13.6,0.0,0.0,0.0,1.6,1.3,6.2,6.8,0.497,13.6,3.1,0.735,4.3,224,172.0,NBA,32.6,Dino Radja,2.2,3.3,16.7,0.9,2.2,8.4,0.497,0.001,8.1,2.6,-0.7,0.4,22.1,7.6,0.313,-1.1,7.6,6.7,17.4,1.4,12.5,14.6,0.538,23.5,2.3,14.3,0.094,3218.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3413,3277,1.6,0.451,3.5,1.3,0.378,3.5,1.4,0.4,2.9,2.9,0.415,7.0,0.8,0.758,1.1,737,213.0,NBA,21.9,Vladimir Radmanovic,0.9,2.1,8.0,0.7,1.1,3.8,0.509,0.496,9.7,1.2,-0.1,-0.4,15.4,13.9,0.156,0.2,4.7,12.5,12.7,1.7,13.1,10.1,0.531,18.0,7.7,26.5,0.079,3219.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3414,3278,0.5,0.308,1.7,0.0,,0.0,0.5,0.2,1.7,0.5,0.308,1.7,0.7,0.625,1.1,15,6.0,NBA,10.1,Aleksandar Radojevic,0.7,2.5,1.7,0.1,1.3,2.4,0.308,0.0,6.9,1.6,-9.4,-0.3,20.5,0.1,0.615,-9.1,8.6,-0.5,-0.9,0.7,37.7,14.4,0.393,15.9,-0.3,-0.4,-0.13,3220.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3415,3279,1.0,0.398,2.5,,,,0.1,,,1.0,0.398,2.5,0.4,0.5,0.7,37,,NBA,4.7,Frank Radovich,,0.7,2.4,,,1.4,0.398,,,,,,,0.2,0.28,,,-0.1,9.8,,,,0.417,,,0.0,0.006,3221.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
3416,3280,1.3,0.385,3.3,,,,2.0,,,1.3,0.385,3.3,1.0,1.0,1.0,4,,NBA,8.3,Moe Radovich,,1.3,3.5,,,0.3,0.385,,,,,,,0.0,0.308,,,0.1,20.0,,,,0.474,,,0.1,0.153,3222.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3417,3281,0.0,0.0,3.0,,,,1.0,,,0.0,0.0,3.0,0.0,,0.0,1,,NBA,6.0,Ray Radziszewski,,1.0,0.0,,,2.0,0.0,,,,,,,0.0,0.0,,,-0.1,-8.9,,,,0.0,,,-0.1,-0.496,3223.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
3418,3282,0.5,0.26,1.9,,,,0.6,,,0.5,0.26,1.9,0.4,0.621,0.6,51,,NBA,6.6,Ray Ragelis,,1.2,1.3,,,1.5,0.26,,,,,,,0.3,0.302,,,-0.7,6.1,,,,0.313,,,-0.4,-0.059,3224.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3419,3283,0.5,0.143,3.5,,,,1.0,,,0.5,0.143,3.5,0.5,0.375,1.3,6,,NBA,10.5,Sherwin Raiken,,1.7,1.5,,,1.3,0.143,,,,,,,0.1,0.381,,,-0.4,-3.2,,,,0.184,,,-0.3,-0.253,3225.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
3420,3284,1.3,0.428,3.1,0.0,0.0,0.0,0.7,0.0,0.7,1.3,0.423,3.1,0.8,0.626,1.3,83,16.0,NBA,11.2,Ed Rains,0.7,1.3,3.5,0.3,0.6,1.5,0.423,0.012,8.2,0.2,-3.4,-1.1,7.1,0.5,0.412,-2.3,7.3,0.1,8.2,1.4,14.0,7.2,0.467,15.3,-0.3,0.7,0.034,3226.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3421,3285,0.4,0.37,1.1,0.1,0.417,0.3,0.8,0.0,0.3,0.5,0.379,1.4,0.7,0.806,0.9,42,0.0,NBA,5.8,Igor Rakocevic,0.1,0.6,1.9,0.1,0.5,0.4,0.422,0.207,19.0,0.0,-7.1,-3.6,5.9,0.1,0.621,-3.5,1.9,0.0,8.4,0.9,23.8,3.9,0.528,18.0,-0.3,0.1,0.022,3227.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3422,3286,2.0,0.536,3.8,0.0,0.0,0.0,1.1,0.5,3.8,2.0,0.534,3.8,1.1,0.689,1.6,880,462.0,NBA,18.5,Kurt Rambis,1.9,2.3,5.2,0.9,1.2,5.6,0.534,0.004,7.1,1.6,1.4,2.2,22.0,24.3,0.43,-0.8,11.6,14.0,13.1,2.2,20.5,16.9,0.573,12.6,14.0,38.3,0.113,3228.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3423,3287,0.8,0.5,1.7,0.0,,0.0,0.0,0.2,0.5,0.8,0.5,1.7,0.2,0.5,0.3,6,0.0,NBA,3.3,Peter John Ramos,0.2,0.7,1.8,0.0,0.5,0.7,0.5,0.0,0.0,3.7,-18.3,-7.0,17.5,0.0,0.2,-11.3,5.4,-0.1,8.2,0.0,21.6,11.2,0.506,30.3,-0.1,0.0,-0.108,3229.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3424,3288,3.2,0.383,8.2,,,,0.9,,,3.2,0.383,8.2,1.6,0.568,2.8,13,,NBA,17.1,Cal Ramsey,,2.5,7.9,,,5.6,0.383,,,,,,,0.1,0.346,,,-0.1,12.1,,,,0.418,,,0.1,0.013,3230.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3425,3289,4.7,0.399,11.8,,,,1.8,,,4.7,0.399,11.8,4.0,0.804,4.9,623,,NBA,24.6,Frank Ramsey,,3.5,13.4,,,5.5,0.399,,,,,,,25.4,0.418,,,23.7,15.5,,,,0.479,,,49.2,0.154,3231.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3426,3290,0.0,0.0,0.5,,,,0.0,,,0.0,0.0,0.5,1.0,1.0,1.0,2,,BAA,,Ray Ramsey,,0.0,1.0,,,,0.0,,,,,,,0.0,2.0,,,0.0,,,,,0.532,,,0.0,,3232.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
3427,3291,1.0,0.488,2.0,0.0,0.154,0.3,0.4,0.1,0.6,1.0,0.443,2.3,0.6,0.722,0.8,127,0.0,NBA,7.0,Mark Randall,0.6,0.7,2.6,0.2,0.4,1.3,0.453,0.135,9.1,0.6,-3.6,-1.8,10.4,0.6,0.336,-1.8,9.7,0.4,11.6,1.4,13.8,10.1,0.5,18.6,-0.4,1.0,0.054,3233.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
3428,3292,0.8,0.368,2.3,0.0,,0.0,0.7,0.0,0.5,0.8,0.368,2.3,0.5,0.464,1.1,25,,NBA,6.1,Wally Rank,0.7,1.3,2.2,0.3,1.0,1.2,0.368,0.0,14.9,0.4,-7.3,-0.9,10.4,0.1,0.491,-6.4,12.4,-0.6,4.0,2.2,27.3,11.4,0.397,25.4,-0.2,-0.4,-0.14,3234.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3429,3293,4.6,0.464,9.9,0.0,0.132,0.3,5.2,0.1,1.4,4.7,0.454,10.3,2.0,0.782,2.6,474,166.0,NBA,24.4,Kelvin Ransey,0.5,1.9,11.4,1.0,2.0,1.9,0.456,0.031,29.3,0.2,-2.4,-2.2,6.5,7.9,0.249,-0.3,2.1,10.0,14.8,1.9,15.1,4.3,0.499,22.0,-1.3,17.9,0.074,3235.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
3430,3294,0.8,0.333,2.3,,,,0.6,,,0.8,0.333,2.3,0.7,0.703,0.9,39,,NBA,6.0,Sam Ranzino,,1.6,2.2,,,1.0,0.333,,,,,,,0.2,0.411,,,0.0,9.5,,,,0.405,,,0.2,0.038,3236.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
3431,3295,2.8,0.43,6.5,0.0,0.143,0.1,1.3,,1.2,2.8,0.424,6.7,2.0,0.768,2.7,159,,ABA,18.2,Bobby Rascoe,0.7,1.8,7.7,,1.1,2.8,0.426,0.02,10.7,,,,,3.0,0.399,,,3.0,13.6,,12.7,6.6,0.492,18.5,,5.9,0.099,3237.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
3432,3296,4.2,0.473,8.9,0.0,0.257,0.1,0.9,0.9,3.9,4.2,0.472,9.0,1.2,0.767,1.5,532,282.0,NBA,21.4,Blair Rasmussen,1.7,3.1,9.6,0.4,0.9,5.7,0.473,0.007,5.6,2.4,-3.1,-0.6,20.0,11.1,0.168,-2.5,7.8,8.0,13.3,0.8,8.2,13.5,0.5,18.8,-3.1,19.0,0.08,3238.0,C,1.0,0.0,0.0,0.0,0.0,0.0
3433,3297,2.9,0.372,7.8,,,,2.3,,,2.9,0.372,7.8,3.3,0.673,5.0,343,,NBA,27.3,George Ratkovicz,,3.6,9.2,,,6.9,0.372,,,,,,,13.1,0.632,,,15.6,15.0,,,,0.457,,,28.6,0.109,3239.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
